Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_LocationRestricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_CC,Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile 
2019200881999,3,9,0,2,0,2,0,0,0,0,2,1,6,1,81,11,998,1,-1,2,1,2
2019200882433,1,9,0,3,0,0,0,0,0,0,1,1,6,2,59,9,1364,1,1,1,1,1
2019200882466,1,9,0,18,0,0,0,10,8,3,3,1,6,2,39,7,1388,1,14,1,1,1
2019200882476,1,9,0,5,0,8,5,10,0,0,4,1,5,1,17,4,998,1,11,5,3,5
2019200882476,2,9,0,18,0,8,0,0,0,0,1,1,6,1,38,7,1968,2,10,2,1,2
2019200882515,1,9,0,18,0,1,0,10,7,11,1,1,6,2,42,7,1397,1,10,2,1,2
2019200882515,2,9,0,4,0,1,0,0,0,0,0,1,6,2,38,7,1197,1,2,8,1,8
2019200882521,1,9,0,7,0,2,5,10,2,4,1,1,6,1,47,8,2982,2,17,1,1,1
2019200882531,1,9,0,7,0,5,0,0,0,0,1,1,6,1,49,8,1591,1,3,1,1,1
2019200882542,1,9,0,7,0,8,0,0,0,0,1,1,6,2,20,4,999,1,1,2,1,2
2019200882542,2,1,0,18,9,8,0,0,0,0,1,1,6,1,56,9,-1,-1,-1,1,1,1
2019200882547,1,21,0,18,0,1,0,0,0,0,1,1,1,1,39,7,10837,2,2,7,1,7
2019200882547,2,9,0,18,0,1,0,0,0,0,2,1,1,1,33,6,-1,-1,-1,1,1,1
2019200882576,1,9,0,1,0,0,0,0,0,0,2,1,6,3,-1,-1,1997,2,14,-1,-1,-1
2019200882598,1,9,0,3,0,0,0,0,0,0,2,1,6,2,21,5,-1,-1,-1,8,3,8
2019200882598,2,9,0,4,0,0,0,0,0,0,1,1,6,1,22,5,999,1,7,1,1,1
2019200882605,1,1,0,5,0,0,0,0,0,0,1,1,6,1,58,9,-1,-1,-1,1,1,1
2019200882605,2,8,0,18,0,0,0,0,0,0,1,1,1,1,45,7,1598,2,3,1,1,1
2019200882623,1,9,0,1,0,0,0,0,0,0,1,1,6,2,-1,-1,1799,1,11,4,1,4
2019200882623,2,9,0,3,0,0,0,0,0,0,2,1,3,1,40,7,1498,1,2,1,1,1
2019200882641,1,9,0,18,0,2,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200882641,2,9,0,18,0,1,0,0,0,0,4,1,6,2,31,6,1398,2,6,2,1,2
2019200882685,1,9,0,9,0,5,0,0,0,0,1,1,2,2,37,7,998,1,15,4,1,4
2019200882685,2,9,0,18,0,8,0,0,0,0,1,1,2,1,31,6,1686,2,7,7,1,7
2019200882685,3,9,0,18,0,1,0,0,0,0,1,1,2,2,60,9,1498,1,1,10,1,10
2019200882701,1,-1,-1,18,0,0,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1
2019200882701,2,9,0,3,0,0,0,0,0,0,2,1,6,2,38,7,998,1,7,5,1,5
2019200882709,1,9,0,9,0,6,0,0,0,0,1,1,1,1,48,8,1797,8,9,1,1,1
2019200882709,2,9,0,16,0,8,0,10,7,4,1,1,2,2,30,6,2993,2,7,2,1,2
2019200882732,2,19,0,4,0,0,0,0,0,0,4,1,1,1,38,7,1560,2,3,1,1,1
2019200882741,1,9,0,5,0,0,0,0,0,0,2,1,6,1,28,6,-1,-1,-1,3,1,3
2019200882741,2,9,0,18,0,0,0,0,0,0,1,1,6,2,-1,-1,1390,1,12,5,1,5
2019200882775,1,9,0,3,0,0,0,0,0,0,1,1,6,1,54,8,1206,1,6,1,1,1
2019200882775,2,9,0,18,0,0,0,0,0,0,2,1,6,1,-1,-1,1299,1,14,-1,-1,-1
2019200882905,1,9,0,5,0,0,0,0,0,0,1,1,6,1,32,6,1968,2,4,3,1,3
2019200882905,2,9,0,3,0,0,0,0,0,0,2,1,6,1,65,9,-1,-1,-1,8,1,8
2019200882905,3,9,0,3,0,0,0,0,0,0,2,1,6,2,41,7,1598,1,3,8,1,8
2019200882928,1,9,0,5,0,0,0,0,0,0,4,1,3,1,40,7,1339,1,14,2,1,2
2019200882962,1,9,0,18,0,8,0,0,0,0,2,1,1,1,34,6,1461,2,-1,2,1,2
2019200882962,2,9,0,18,0,8,0,0,0,0,1,1,2,2,48,8,2179,2,7,1,1,1
2019200883002,1,9,0,4,0,1,0,0,0,0,1,1,6,1,56,9,1598,2,2,4,1,4
2019200883018,1,9,0,9,0,4,0,0,0,0,1,1,1,1,42,7,1896,2,9,1,1,1
2019200883018,2,9,0,18,0,4,0,0,0,0,3,1,6,2,58,9,999,1,-1,2,1,2
2019200883054,1,9,0,18,0,0,0,0,0,0,4,1,1,1,55,8,-1,-1,-1,5,1,5
2019200883059,1,9,0,4,0,4,0,0,0,0,1,1,6,1,23,5,3799,1,4,3,3,3
2019200883059,2,9,0,18,0,4,0,10,1,0,1,1,6,1,-1,-1,1995,1,12,-1,-1,-1
2019200883066,1,9,0,4,0,1,0,0,0,0,1,1,6,2,35,6,1560,2,6,1,1,1
2019200883066,2,9,0,8,0,1,0,0,0,0,2,1,2,2,35,6,1242,1,11,8,1,8
2019200883069,1,8,0,18,0,0,0,0,0,0,1,1,6,1,35,6,1753,2,10,1,1,1
2019200883069,2,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,899,1,5,-1,-1,-1
2019200883078,1,9,0,18,0,0,1,0,1,11,1,1,6,2,28,6,1596,1,8,-1,-1,-1
2019200883090,1,9,0,9,0,6,0,0,0,0,1,1,6,2,-1,-1,1198,1,4,-1,-1,-1
2019200883090,2,1,0,9,0,5,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200883093,1,9,0,9,0,8,0,0,0,0,1,1,2,2,38,7,1968,2,8,2,1,2
2019200883093,2,9,0,18,0,8,0,0,0,0,1,1,2,1,30,6,1240,1,11,1,1,1
2019200883122,1,9,0,18,0,8,1,10,1,10,1,1,6,1,20,4,1490,1,36,-1,-1,-1
2019200883122,2,9,0,18,0,6,0,0,0,0,0,1,6,1,42,7,1598,2,1,-1,-1,-1
2019200883147,1,9,0,18,0,0,0,0,0,0,1,1,6,1,31,6,2967,2,11,1,1,1
2019200883165,1,9,0,18,0,0,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1
2019200883211,1,3,0,18,0,8,0,0,0,0,4,1,6,1,21,5,125,1,3,2,1,2
2019200883211,2,9,0,9,0,5,0,0,0,0,1,1,6,1,-1,-1,1995,2,3,-1,-1,-1
2019200883215,1,9,0,9,0,6,0,0,0,0,0,1,5,1,31,6,1995,2,10,1,1,1
2019200883215,2,98,0,14,0,2,1,0,0,0,0,1,2,1,22,5,-1,-1,-1,1,1,1
2019200883242,1,19,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,2299,2,1,-1,-1,-1
2019200883242,2,9,0,3,0,0,0,0,0,0,2,1,6,2,31,6,1461,2,2,1,1,1
2019200883364,1,9,0,5,0,6,0,0,0,0,1,1,6,2,23,5,1598,1,10,5,1,5
2019200883364,2,9,0,18,0,8,0,0,0,0,1,1,6,2,55,8,1242,1,8,1,1,1
2019200883364,3,9,0,18,0,1,0,0,0,0,1,1,1,1,33,6,1390,1,13,3,1,3
2019200883393,1,9,0,18,0,8,0,0,0,0,2,1,6,1,-1,-1,1896,2,12,-1,-1,-1
2019200883393,2,11,1,18,0,4,0,0,0,0,1,1,6,1,29,6,9000,2,12,1,1,1
2019200883397,1,9,0,5,0,1,0,0,0,0,2,1,1,1,47,8,2179,2,6,2,1,2
2019200883397,2,9,0,3,0,1,0,0,0,0,2,1,1,2,39,7,1997,2,7,1,1,1
2019200883397,3,9,0,3,0,1,0,0,0,0,2,1,1,1,47,8,1598,7,14,1,1,1
2019200883425,1,9,0,18,0,4,0,0,0,0,1,1,6,1,27,6,1984,1,2,1,1,1
2019200883425,2,9,0,18,0,8,0,0,0,0,4,1,1,1,50,8,2000,2,14,3,1,3
2019200883425,3,9,0,18,0,8,0,0,0,0,4,1,1,1,48,8,2993,2,6,7,1,7
2019200883444,1,9,0,7,0,2,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200883460,1,9,0,5,0,6,0,0,0,0,1,1,6,2,30,6,1299,1,15,6,1,6
2019200883460,2,9,0,18,0,8,0,0,0,0,1,1,6,2,24,5,1968,2,4,2,1,2
2019200883460,3,9,0,18,0,8,0,0,0,0,1,1,6,1,49,8,2967,2,8,1,1,1
2019200883488,1,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,-1,1590,1,13,-1,-1,-1
2019200883488,2,9,0,3,0,1,0,0,0,0,2,1,6,2,39,7,1461,2,4,1,1,1
2019200883491,1,98,0,7,0,3,0,0,0,0,4,2,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200883491,2,8,0,16,0,3,0,0,0,0,3,1,6,1,28,6,1791,8,8,2,1,2
2019200883493,1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200883538,1,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,2143,2,2,-1,-1,-1
2019200883538,2,9,0,3,0,0,0,0,0,0,2,1,6,1,43,7,1896,2,13,1,1,1
2019200883554,1,4,0,18,0,8,0,0,0,0,1,1,6,1,23,5,-1,-1,-1,1,1,1
2019200883554,2,9,0,3,0,8,0,0,0,0,3,1,6,1,27,6,1794,1,11,4,1,4
2019200883554,3,5,0,18,0,1,0,0,0,0,0,1,1,1,-1,-1,1170,1,3,-1,-1,-1
2019200883555,1,9,0,18,0,2,0,0,0,0,1,1,2,1,27,6,1986,2,12,3,1,3
2019200883555,2,1,0,18,0,6,0,0,0,0,1,1,6,1,16,4,-1,-1,-1,-1,-1,-1
2019200883589,1,9,0,7,0,6,0,4,0,0,1,1,6,1,-1,-1,1968,2,13,-1,-1,-1
2019200883589,2,9,0,18,0,8,0,0,0,0,4,1,6,1,21,5,1390,1,10,1,1,1
2019200883589,3,9,0,2,0,2,0,0,0,0,2,1,6,3,-1,-1,1598,1,12,-1,-1,-1
2019200883589,4,9,0,18,0,2,0,0,0,0,0,1,1,1,-1,-1,2967,2,3,-1,-1,-1
2019200883593,1,9,0,17,0,0,2,0,0,0,1,1,6,1,19,4,998,1,10,2,1,2
2019200883600,1,9,0,9,0,5,0,0,0,0,2,1,6,1,58,9,-1,-1,-1,7,1,7
2019200883600,2,9,0,18,0,8,0,0,0,0,1,1,6,2,41,7,1339,8,6,1,1,1
2019200883644,1,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200883681,1,9,0,18,0,0,0,4,0,0,1,1,6,1,39,7,-1,-1,-1,4,1,4
2019200883681,2,9,0,2,0,0,0,10,2,2,1,1,6,1,31,6,899,1,5,1,1,1
2019200883681,3,9,0,2,0,0,0,4,0,0,2,1,6,1,46,8,2184,2,21,1,1,1
2019200883681,4,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,1968,2,9,1,1,1
2019200883684,1,9,0,15,0,0,0,7,4,4,1,1,6,1,35,6,1461,2,-1,2,1,2
2019200883684,2,9,0,16,0,0,0,0,0,0,0,1,1,1,-1,-1,2993,2,1,-1,-1,-1
2019200883684,3,9,0,16,0,0,0,0,0,0,0,1,1,1,-1,-1,2993,2,1,-1,-1,-1
2019200883684,4,9,0,16,0,0,0,0,0,0,3,1,2,1,19,4,1399,2,7,4,1,4
2019200883717,1,21,1,11,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200883717,2,9,0,5,0,0,0,0,0,0,3,1,6,2,29,6,1794,1,16,1,1,1
2019200883738,1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200883738,2,1,0,18,0,0,0,0,0,0,2,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200883811,1,9,0,18,0,8,5,10,0,0,4,1,1,2,54,8,1149,1,14,6,1,6
2019200883811,2,9,0,7,0,6,1,0,0,0,1,1,1,2,22,5,1360,1,12,1,1,1
2019200883928,1,9,0,18,0,8,0,0,0,0,1,1,6,2,27,6,1229,1,4,1,1,1
2019200883928,2,9,0,18,0,8,0,0,0,0,1,1,1,2,68,10,995,1,10,1,1,1
2019200883942,1,5,0,5,0,8,0,0,0,0,4,1,6,1,32,6,656,1,12,5,1,5
2019200883942,2,9,0,9,0,8,0,0,0,0,1,1,6,1,64,9,1364,1,4,6,1,6
2019200883950,1,9,0,11,0,1,0,0,0,0,4,1,6,2,30,6,1598,2,4,1,1,1
2019200883950,2,4,0,18,0,1,0,0,0,0,3,1,2,1,20,4,125,1,6,7,1,7
2019200883954,1,9,0,18,0,1,0,0,0,0,1,1,1,1,-1,-1,1598,2,2,-1,-1,-1
2019200883954,2,9,0,4,0,1,0,0,0,0,2,1,6,1,35,6,1896,2,13,9,1,9
2019200883957,1,9,0,18,0,8,0,0,0,0,1,1,6,2,25,5,1910,2,12,3,1,3
2019200883957,2,9,0,18,0,8,0,0,0,0,4,1,6,2,56,9,1560,2,6,5,1,5
2019200884001,1,9,0,18,0,0,0,4,0,0,1,1,6,3,-1,-1,1984,1,14,-1,-1,-1
2019200884001,2,9,0,2,0,0,0,4,0,0,1,1,6,3,-1,-1,1339,1,13,-1,-1,-1
2019200884001,3,9,0,2,0,0,0,4,0,0,1,1,6,3,-1,-1,2199,2,11,-1,-1,-1
2019200884001,4,19,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,1560,2,9,-1,-1,-1
2019200884017,1,9,0,9,0,6,0,0,0,0,1,1,6,2,48,8,1200,1,2,1,1,1
2019200884017,2,9,0,18,0,8,0,0,0,0,3,1,6,2,46,8,1582,2,12,1,1,1
2019200884020,1,9,0,18,0,4,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200884020,2,9,0,18,0,8,1,0,0,0,4,1,6,2,22,5,1198,1,11,1,1,1
2019200884099,1,9,0,18,0,1,0,0,0,0,1,1,6,1,33,6,1984,1,4,1,1,1
2019200884099,2,1,0,18,0,1,0,0,0,0,2,1,6,1,17,4,-1,-1,-1,-1,-1,-1
2019200884105,1,9,0,18,0,0,0,0,0,0,1,1,2,1,38,7,1968,2,10,2,1,2
2019200884105,2,9,0,4,0,0,0,0,0,0,2,1,6,2,30,6,1395,1,3,6,1,6
2019200884123,1,9,0,18,0,0,0,0,0,0,0,1,2,1,23,5,1496,1,3,10,1,10
2019200884151,1,9,0,18,0,1,0,4,0,0,1,1,6,3,-1,-1,1388,1,16,-1,-1,-1
2019200884151,2,19,0,18,0,2,0,0,0,0,3,1,6,1,54,8,2402,2,14,5,1,5
2019200884151,3,9,0,2,9,1,0,0,0,0,3,1,6,3,-1,-1,1598,1,15,-1,-1,-1
2019200884167,1,9,0,18,0,0,0,0,0,0,2,1,6,2,-1,-1,1399,1,3,-1,-1,-1
2019200884167,2,9,0,4,0,0,0,0,0,0,2,1,6,2,31,6,1598,1,7,2,1,2
2019200884174,1,9,0,9,0,5,0,0,0,0,1,1,6,1,-1,-1,1984,1,5,-1,-1,-1
2019200884174,2,3,0,18,0,8,0,0,0,0,3,1,6,1,33,6,125,1,2,1,1,1
2019200884200,1,3,0,9,0,6,0,0,0,0,1,1,6,1,18,4,100,1,15,1,1,1
2019200884200,2,9,0,18,0,8,0,0,0,0,1,1,6,1,27,6,1200,1,-1,2,1,2
2019200884226,1,9,0,17,0,0,5,0,1,2,1,1,6,1,31,6,-1,-1,-1,2,1,2
2019200884328,1,9,0,9,0,5,0,0,0,0,1,1,6,1,26,6,1229,1,9,3,1,3
2019200884328,2,22,0,18,0,2,0,0,0,0,1,1,6,1,55,8,-1,-1,-1,1,1,1
2019200884354,1,9,0,1,0,0,0,0,0,0,2,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200884386,1,9,0,6,0,8,0,0,1,0,1,1,6,1,25,5,2979,1,17,2,1,2
2019200884386,2,9,0,9,0,8,0,0,0,0,4,1,1,1,-1,-1,2993,2,3,-1,-1,-1
2019200884386,3,9,0,2,0,2,0,0,0,0,3,1,6,3,-1,-1,1598,1,6,-1,-1,-1
2019200884468,1,9,0,18,0,0,0,0,0,0,4,1,1,1,60,9,1968,2,-1,1,1,1
2019200884503,1,9,0,13,0,0,0,0,0,0,1,1,6,1,-1,-1,2987,2,10,-1,-1,-1
2019200884503,2,9,0,4,0,0,1,10,1,0,3,1,6,1,23,5,1395,1,3,5,1,5
2019200884527,1,9,0,5,0,0,0,0,0,0,0,1,6,1,31,6,1296,1,11,1,1,1
2019200884535,1,9,0,14,0,1,0,0,0,0,1,1,6,3,-1,-1,998,1,1,-1,-1,-1
2019200884537,1,9,0,9,0,8,0,0,0,0,1,1,6,2,39,7,1229,1,8,1,1,1
2019200884537,2,9,0,18,0,8,0,0,0,0,1,1,6,2,46,8,2204,2,14,2,1,2
2019200884537,3,9,0,10,0,8,0,0,0,0,4,1,6,1,28,6,1598,1,13,1,1,1
2019200884537,4,9,0,10,0,1,0,0,0,0,4,1,6,2,25,5,1329,1,8,1,1,1
2019200884539,1,9,0,9,0,5,0,0,0,0,2,1,6,3,-1,-1,1242,1,4,-1,-1,-1
2019200884539,2,9,0,18,0,8,0,4,0,0,1,1,6,2,37,7,1590,1,17,1,1,1
2019200884539,3,9,0,2,0,2,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200884547,1,9,0,18,0,0,0,0,0,0,1,1,6,2,47,8,1686,2,13,2,1,2
2019200884547,2,9,0,3,0,0,0,0,0,0,2,1,6,1,46,8,1968,2,11,2,1,2
2019200884553,1,9,0,9,0,8,0,0,0,0,1,1,6,2,77,11,1246,1,12,3,1,3
2019200884553,2,9,0,18,0,8,0,0,0,0,1,1,6,2,72,10,1242,1,3,1,1,1
2019200884553,3,9,0,18,0,1,0,0,0,0,0,1,1,1,32,6,1797,8,8,1,1,1
2019200884585,1,9,0,4,0,0,0,0,0,0,2,1,6,1,57,9,1560,2,2,10,1,10
2019200884585,2,9,0,4,0,0,0,0,0,0,2,1,6,1,38,7,-1,3,-1,3,1,3
2019200884585,3,9,0,4,0,0,1,0,0,0,1,1,6,1,24,5,1461,2,9,1,1,1
2019200884585,4,9,0,4,0,0,1,0,0,0,1,1,6,1,36,7,1968,2,1,7,1,7
2019200884594,1,9,0,12,0,8,0,0,0,0,4,1,6,2,43,7,1499,1,3,6,1,6
2019200884594,2,9,0,14,0,8,0,0,0,0,3,1,6,1,32,6,1995,2,9,7,1,7
2019200884594,3,9,0,3,0,1,0,0,0,0,1,1,1,1,-1,-1,1598,2,6,2,1,2
2019200885012,1,9,0,18,0,8,1,0,0,0,1,1,6,1,-1,-1,1390,1,10,-1,-1,-1
2019200885012,2,9,0,18,0,8,0,0,0,0,1,1,6,2,60,9,1198,1,14,8,1,8
2019200885034,1,1,0,18,0,0,0,0,0,0,2,1,6,1,16,4,-1,-1,-1,1,1,1
2019200885034,2,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200885081,1,97,0,18,0,6,0,0,1,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200885081,2,9,0,3,0,1,0,0,0,0,2,1,6,1,39,7,-1,-1,-1,1,1,1
2019200885084,1,2,0,18,0,0,0,0,0,0,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200885123,1,19,0,18,0,4,0,0,0,0,1,1,1,1,42,7,1248,2,4,4,1,4
2019200885123,2,9,0,18,0,8,0,0,0,0,3,1,2,1,31,6,999,1,1,1,1,1
2019200885138,1,9,0,13,0,8,1,0,0,0,1,1,6,1,38,7,1498,1,-1,1,1,1
2019200885138,2,9,0,9,0,8,1,0,7,1,3,1,6,1,43,7,3597,1,11,1,1,1
2019200885157,1,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,1500,2,1,-1,-1,-1
2019200885157,2,9,0,3,0,0,0,0,0,0,2,1,6,2,22,5,998,1,6,1,1,1
2019200885206,1,19,0,18,0,8,0,0,0,0,3,1,6,1,68,10,1995,2,6,3,1,3
2019200885206,2,9,0,18,0,3,0,0,0,0,4,1,6,1,77,11,2494,8,1,5,1,5
2019200885212,1,9,0,5,0,8,0,0,0,0,1,1,6,2,69,10,3498,1,9,4,1,4
2019200885212,2,9,0,18,0,8,0,0,0,0,4,1,6,2,41,7,1389,1,15,5,1,5
2019200885232,1,9,0,5,0,0,0,4,0,0,1,1,6,1,23,5,2996,1,2,1,1,1
2019200885232,2,9,0,2,9,0,0,0,0,0,2,1,6,1,25,5,1390,1,10,2,1,2
2019200885259,1,9,0,8,0,1,0,0,0,0,0,1,6,2,40,7,1598,1,12,1,1,1
2019200885259,2,9,0,18,0,1,0,0,0,0,2,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200885284,1,9,0,18,0,4,0,0,0,0,1,1,2,1,34,6,1598,2,4,1,1,1
2019200885284,2,9,0,18,0,8,0,0,0,0,4,1,6,2,49,8,1246,1,12,2,1,2
2019200885395,1,8,0,1,0,8,0,10,3,10,2,1,6,3,-1,-1,1598,2,8,-1,-1,-1
2019200885417,1,9,0,1,9,1,0,0,0,0,2,1,2,2,49,8,1995,2,9,7,3,7
2019200885455,1,9,0,18,0,1,0,0,0,0,1,1,6,1,28,6,1596,1,4,1,1,1
2019200885455,2,9,0,3,0,1,0,0,0,0,2,1,6,1,28,6,1246,1,12,1,1,1
2019200885455,3,9,0,3,0,1,0,0,0,0,2,1,6,3,-1,-1,2148,2,13,-1,-1,-1
2019200885503,1,9,0,13,0,2,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200885503,2,1,0,18,0,2,0,10,1,0,4,1,5,1,32,6,-1,-1,-1,2,1,2
2019200885509,1,11,0,18,0,0,0,0,0,0,3,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1
2019200885535,1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200885536,1,9,0,7,0,6,0,0,0,0,1,1,6,2,21,5,1368,1,11,5,1,5
2019200885536,2,9,0,18,0,8,0,0,0,0,3,1,6,1,-1,-1,1598,2,3,-1,-1,-1
2019200885551,1,20,0,18,0,4,0,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200885551,2,9,0,18,0,4,0,0,0,0,3,1,6,1,29,6,1360,1,11,4,1,4
2019200885622,1,9,0,18,0,8,0,0,0,0,4,1,6,1,19,4,1197,1,2,2,1,2
2019200885622,2,9,0,18,0,8,0,0,0,0,1,1,6,2,44,7,1339,1,9,2,1,2
2019200885622,3,9,0,18,0,1,0,0,0,0,0,1,1,1,-1,-1,2993,2,3,-1,-1,-1
2019200885622,4,9,0,18,0,1,0,0,0,0,0,1,1,2,-1,-1,2993,2,2,-1,-1,-1
2019200885650,1,9,0,5,0,6,0,0,0,0,3,1,6,2,64,9,1596,1,4,2,1,2
2019200885650,2,9,0,18,0,8,0,0,0,0,1,1,6,1,33,6,1242,1,12,1,1,1
2019200885680,1,9,0,3,0,1,0,0,0,0,2,1,6,2,52,8,2184,2,17,1,1,1
2019200885680,2,9,0,18,0,1,0,0,0,0,1,1,6,1,20,4,998,1,15,2,1,2
2019200885783,1,9,0,5,0,0,0,0,0,0,0,1,6,1,38,7,1398,1,4,1,1,1
2019200885783,2,9,0,4,0,0,0,0,0,0,2,1,6,2,27,6,-1,-1,-1,1,1,1
2019200885783,3,9,0,18,0,0,0,0,0,0,1,1,6,1,35,6,1598,1,15,1,1,1
2019200885808,1,9,0,5,0,4,0,0,0,0,1,1,6,1,23,5,2521,1,12,6,1,6
2019200885808,2,9,0,5,0,4,0,10,0,0,1,1,6,3,-1,-1,2148,2,11,-1,-1,-1
2019200885853,1,9,0,18,0,0,5,10,1,0,1,1,6,2,33,6,1198,1,11,2,1,2
2019200885853,2,9,0,2,9,0,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200885853,3,9,0,2,9,0,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200885856,1,9,0,3,0,1,0,0,0,0,2,1,6,1,35,6,1591,1,2,1,1,1
2019200885856,2,9,0,18,0,1,0,0,0,0,1,1,6,1,25,5,1984,1,11,-1,-1,-1
2019200885922,1,9,0,18,0,1,0,0,0,0,0,1,1,1,27,6,1598,2,-1,-1,-1,-1
2019200885922,2,9,0,13,0,8,1,0,7,0,1,1,6,1,21,5,1197,1,5,1,1,1
2019200885922,3,8,0,9,0,5,1,0,0,0,3,1,2,1,42,7,1794,1,11,4,1,4
2019200885925,1,9,0,18,0,1,0,0,0,0,1,1,6,2,-1,-1,1199,1,-1,-1,-1,-1
2019200885925,2,9,0,8,0,1,0,0,0,0,2,1,6,2,32,6,1339,1,15,1,1,1
2019200885927,1,9,0,18,0,4,0,0,0,0,4,1,6,2,-1,-1,1598,1,12,1,1,1
2019200885927,2,9,0,18,0,8,0,0,0,0,0,1,6,1,18,4,1560,2,10,1,1,1
2019200885981,1,9,0,5,0,1,0,0,0,0,1,1,6,1,-1,-1,1968,2,9,-1,-1,-1
2019200886041,1,9,0,18,0,0,0,0,0,0,0,1,2,1,50,8,1995,2,14,1,1,1
2019200886041,2,9,0,6,0,0,0,0,0,0,0,1,6,3,-1,-1,1461,2,4,-1,-1,-1
2019200886105,1,9,0,9,0,6,0,0,0,0,4,1,6,1,32,6,1968,2,7,3,1,3
2019200886105,2,9,0,16,0,8,0,0,0,0,1,1,6,1,22,5,1390,1,9,3,1,3
2019200886129,1,1,0,18,0,1,1,0,0,0,0,1,1,2,38,7,-1,-1,-1,5,1,5
2019200886129,2,98,0,5,0,6,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200886232,1,9,0,18,0,1,0,4,0,0,1,1,6,1,50,8,1197,1,7,1,1,1
2019200886232,2,9,0,18,0,1,0,0,0,0,0,1,1,1,-1,-1,2993,2,1,5,1,5
2019200886232,3,9,0,2,0,1,0,0,0,0,3,1,6,1,-1,-1,1598,1,11,-1,-1,-1
2019200886232,4,9,0,4,0,1,0,0,0,0,3,1,6,1,59,9,2987,2,2,7,1,7
2019200886232,5,9,0,4,0,1,0,0,0,0,3,1,6,2,55,8,1329,1,7,1,1,1
2019200886289,1,3,0,5,0,6,0,0,0,0,4,1,6,1,26,6,125,1,11,2,1,2
2019200886289,2,9,0,18,0,8,0,0,0,0,3,1,6,2,23,5,1242,1,10,1,1,1
2019200886307,1,9,0,4,9,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200886341,1,9,0,14,0,1,0,0,0,0,4,1,6,2,-1,-1,1198,1,9,-1,-1,-1
2019200886341,2,9,0,10,0,1,0,0,0,0,3,1,6,1,39,7,1910,2,13,1,1,1
2019200886355,1,9,0,3,0,1,0,0,0,0,2,1,6,2,49,8,1349,1,5,4,1,4
2019200886355,2,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200886371,1,9,0,9,0,6,0,0,0,0,1,1,6,1,24,5,1582,2,6,1,1,1
2019200886371,2,8,0,18,0,8,0,4,0,0,4,1,6,1,37,7,2402,2,13,1,1,1
