Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_LocationRestricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_CC,Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile 
2019200834522,1,9,0,5,0,4,0,0,0,0,1,1,6,1,30,6,1339,1,16,1,1,1
2019200834522,2,9,0,5,0,4,5,0,0,0,1,1,6,1,47,8,1298,1,17,6,1,6
2019200834939,1,9,0,18,0,0,0,0,0,0,1,1,6,1,21,5,1395,1,1,1,1,1
2019200834939,2,9,0,6,0,0,1,4,0,0,2,1,6,1,64,9,1248,2,7,10,1,10
2019200834939,3,9,0,2,0,0,0,0,0,0,3,1,6,1,41,7,2993,2,1,1,1,1
2019200834968,1,9,0,17,0,0,0,0,0,0,1,1,6,1,-1,-1,4991,1,9,-1,-1,-1
2019200834968,2,9,0,17,0,0,0,0,0,0,2,1,6,2,30,6,1968,2,9,3,1,3
2019200835344,1,9,0,18,0,8,0,10,7,1,1,1,6,1,17,4,1896,2,13,2,1,2
2019200835344,2,9,0,18,0,8,0,0,0,0,1,1,1,1,-1,-1,1956,2,4,7,1,7
2019200835344,3,8,0,18,0,8,0,0,0,0,3,1,1,1,36,7,1596,1,9,1,1,1
2019200835412,1,9,0,7,0,5,0,0,0,0,0,1,6,1,27,6,2993,2,7,1,1,1
2019200835412,2,9,0,18,0,8,0,0,0,0,0,1,6,2,37,7,1968,2,10,2,1,2
2019200835418,1,8,0,5,0,0,0,0,0,0,0,1,1,1,52,8,1797,8,7,2,1,2
2019200835513,1,9,0,18,0,0,0,0,0,0,2,1,6,1,-1,-1,1794,1,12,2,1,2
2019200835513,2,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,1995,2,5,-1,-1,-1
2019200835578,1,9,0,18,0,0,1,10,7,4,1,1,6,1,24,5,2496,2,16,9,1,9
2019200835578,2,9,0,18,0,0,0,0,0,0,1,1,1,1,-1,-1,2993,2,3,-1,-1,-1
2019200835611,1,9,0,3,0,0,0,0,0,0,4,1,6,2,30,6,1398,1,4,3,1,3
2019200835611,2,9,0,3,0,0,0,0,0,0,2,1,6,2,51,8,1995,2,3,8,1,8
2019200835611,3,9,0,14,0,0,0,0,0,0,1,1,6,3,-1,-1,1598,2,3,-1,-1,-1
2019200835746,1,9,0,5,0,0,0,4,8,4,1,1,6,1,81,11,1364,1,5,1,1,1
2019200835746,2,9,0,2,0,0,0,0,0,0,2,1,6,2,80,11,1197,1,1,1,1,1
2019200835746,3,9,0,2,0,0,0,0,0,0,2,1,6,1,68,10,1242,1,15,1,1,1
2019200835832,1,9,0,18,0,4,0,0,0,0,3,1,6,1,50,8,1461,2,3,1,1,1
2019200835832,2,1,0,11,0,8,0,0,0,0,4,1,1,1,30,6,-1,-1,-1,1,1,1
2019200835837,1,9,0,9,0,5,0,0,0,0,1,1,6,1,33,6,-1,-1,-1,5,1,5
2019200835837,2,9,0,18,0,8,0,10,1,10,2,1,6,1,48,8,3498,1,14,1,1,1
2019200835979,1,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,1995,2,7,1,1,1
2019200835999,1,9,0,5,9,6,0,0,0,0,1,1,2,2,34,6,1560,2,7,2,1,2
2019200835999,2,1,0,18,9,8,0,0,0,0,1,1,2,1,52,8,-1,-1,-1,3,1,3
2019200836003,1,9,0,18,0,0,0,0,0,0,2,1,6,2,33,6,1124,1,10,1,1,1
2019200836003,2,9,0,18,0,0,0,0,0,0,1,1,6,1,56,9,995,1,14,9,1,9
2019200836011,1,9,0,5,0,1,0,0,0,0,1,1,6,1,51,8,1197,1,3,8,1,8
2019200836024,1,1,0,9,0,6,0,0,0,0,3,1,6,2,38,7,-1,-1,-1,6,1,6
2019200836024,2,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200836040,1,9,0,9,0,5,0,0,0,0,1,1,6,1,54,8,1498,1,5,1,1,1
2019200836040,2,9,0,18,0,8,0,0,0,0,1,1,6,2,23,5,1229,1,13,1,1,1
2019200836109,1,9,0,1,0,1,0,0,0,0,2,1,6,1,48,8,1497,8,3,2,1,2
2019200836123,1,9,0,18,0,6,0,0,0,0,3,1,6,1,-1,-1,998,1,5,-1,-1,-1
2019200836123,2,23,0,18,0,8,0,0,0,0,1,1,1,1,33,6,125,1,2,4,1,4
2019200836123,3,9,0,18,0,1,0,0,0,0,0,1,1,1,36,7,1598,2,2,-1,-1,-1
2019200836319,1,9,0,18,0,4,0,0,0,0,2,1,6,1,19,4,1995,2,8,2,1,2
2019200836319,2,9,0,18,0,4,0,0,0,0,1,1,6,2,-1,-1,1461,2,5,8,1,8
2019200836335,1,9,0,9,0,6,0,0,0,0,1,1,6,1,64,9,1597,2,3,3,1,3
2019200836335,2,9,0,9,0,5,0,0,0,0,3,1,6,1,62,9,998,1,22,1,1,1
2019200836439,1,9,0,18,0,0,0,0,0,0,4,1,6,3,-1,-1,1598,2,7,-1,-1,-1
2019200836460,1,9,0,9,0,6,0,0,0,0,3,1,6,2,25,5,1499,1,2,4,1,4
2019200836460,2,9,0,18,0,8,0,0,0,0,1,1,6,2,64,9,-1,-1,-1,9,1,9
2019200836475,1,9,0,2,0,0,0,0,0,0,2,1,6,1,37,7,1686,2,13,8,1,8
2019200836475,2,9,0,1,0,0,0,0,0,0,2,1,6,1,-1,-1,2198,2,13,1,1,1
2019200836485,1,9,0,18,0,1,0,4,0,0,1,1,6,3,-1,-1,1968,2,5,-1,-1,-1
2019200836485,2,9,0,2,0,1,0,0,0,0,3,1,6,1,30,6,2480,1,2,3,1,3
2019200836485,3,9,0,18,0,1,0,0,0,0,0,1,1,1,38,7,1956,2,5,-1,-1,-1
2019200836535,1,9,0,18,0,1,0,0,0,0,1,1,1,1,38,7,1797,8,5,1,1,1
2019200836933,1,9,0,12,0,1,0,0,0,0,3,1,1,2,-1,-1,2143,2,3,2,1,2
2019200836933,2,90,0,18,0,1,0,0,0,0,1,1,6,1,22,5,-1,-1,-1,2,1,2
2019200836969,1,9,0,18,0,6,0,0,0,0,4,1,6,1,20,4,1600,1,15,1,1,1
2019200836969,2,9,0,18,0,8,0,0,0,0,1,1,6,1,55,8,2495,2,24,2,1,2
2019200836979,1,19,0,1,0,0,0,0,0,0,2,1,6,1,55,8,1995,2,6,1,1,1
2019200836979,2,1,0,4,0,0,0,0,0,0,3,1,6,1,12,3,-1,-1,-1,1,1,1
2019200837061,1,9,0,18,0,2,1,0,0,0,1,1,6,1,67,10,1198,1,3,4,1,4
2019200837061,2,19,0,3,0,1,1,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,3,1,3
2019200837130,1,9,0,5,0,0,0,0,0,0,3,1,6,1,-1,-1,1398,1,4,-1,-1,-1
2019200837130,2,9,0,18,0,0,0,0,0,0,4,1,6,1,35,6,1590,1,14,1,1,1
2019200837179,1,9,0,18,0,0,0,10,1,10,1,1,6,1,20,4,1796,1,15,5,1,5
2019200837294,1,3,0,18,0,6,1,0,0,0,1,1,6,3,-1,-1,124,1,14,-1,-1,-1
2019200837294,2,9,0,5,0,8,0,0,0,0,1,1,3,2,30,6,1299,1,12,1,1,1
2019200837369,1,9,0,18,0,0,0,0,0,0,1,1,6,1,30,6,1995,2,5,3,1,3
2019200837376,1,9,0,6,0,0,0,0,0,0,4,1,5,1,39,7,1598,2,7,3,1,3
2019200837419,1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,2231,2,10,-1,-1,-1
2019200837478,1,9,0,5,0,1,0,0,0,0,2,1,6,1,-1,-1,-1,-1,-1,4,1,4
2019200837478,2,9,0,3,0,1,0,0,0,0,0,1,6,1,35,6,2993,2,6,8,1,8
2019200837517,1,9,0,5,0,6,0,0,0,0,1,1,6,2,33,6,1900,2,13,7,1,7
2019200837517,2,4,0,18,0,8,0,0,0,0,4,1,2,1,21,5,125,1,1,1,1,1
2019200837517,3,9,0,8,0,1,0,0,0,0,3,1,6,1,50,8,1461,2,5,5,1,5
2019200837530,1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200837541,1,9,0,12,0,0,0,0,0,0,4,1,6,1,38,7,-1,-1,-1,3,1,3
2019200837541,2,9,0,18,0,0,0,0,0,0,1,1,6,1,35,6,1762,1,21,-1,-1,-1
2019200837742,1,9,0,7,0,6,0,0,0,0,3,1,6,1,53,8,-1,-1,-1,1,1,1
2019200837742,2,9,0,18,0,8,0,0,0,0,1,1,6,1,24,5,1896,2,11,1,1,1
2019200837766,1,19,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200837770,1,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,-1,1560,2,7,-1,-1,-1
2019200837770,2,9,0,10,0,1,0,0,0,0,4,1,6,2,27,6,1198,1,15,1,1,1
2019200837783,1,9,0,5,0,1,0,0,0,0,1,1,1,2,26,6,1397,1,10,-1,-1,-1
2019200837783,2,9,0,18,0,1,0,0,0,0,2,1,6,1,21,5,1686,2,6,5,1,5
2019200837816,1,9,0,18,0,1,0,10,7,2,1,1,2,1,-1,-1,1995,2,11,1,1,1
2019200837816,2,9,0,18,0,2,0,0,0,0,1,1,6,2,21,5,1242,1,7,5,1,5
2019200837836,1,8,0,5,0,1,0,0,0,0,0,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200837857,1,9,0,7,0,5,0,0,0,0,1,1,6,2,25,5,1598,1,6,8,1,8
2019200837875,1,9,0,17,0,2,0,0,0,0,4,1,6,1,24,5,1686,2,14,-1,-1,-1
2019200837875,2,9,0,16,0,1,0,0,0,0,4,1,6,1,61,9,1995,2,15,1,1,1
2019200837883,1,9,0,18,0,0,0,0,0,0,1,1,1,2,44,7,1497,8,1,4,1,4
2019200837903,1,9,0,9,0,5,0,0,0,0,1,1,6,2,33,6,1968,2,4,7,1,7
2019200837957,1,9,0,18,0,8,0,0,0,0,1,1,6,2,31,6,1395,1,1,3,1,3
2019200837957,2,9,0,18,0,8,0,0,0,0,3,1,6,1,21,5,1598,2,6,2,1,2
2019200837964,1,9,0,9,0,6,0,0,0,0,1,1,2,2,35,6,1596,1,13,1,1,1
2019200837964,2,9,0,17,0,8,0,0,0,0,4,1,2,1,35,6,2143,2,4,2,1,2
2019200838040,1,9,0,18,0,1,1,4,7,4,1,1,6,1,19,4,1229,1,5,6,1,6
2019200838040,2,9,0,2,9,1,0,0,0,0,2,1,5,2,31,6,1797,8,8,2,1,2
2019200838040,3,9,0,2,9,1,0,0,0,0,2,1,5,1,54,8,1596,1,14,-1,-1,-1
2019200838079,1,9,0,9,0,5,0,0,0,0,1,1,6,2,50,8,875,1,3,5,1,5
2019200838079,2,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,1781,1,21,-1,-1,-1
2019200838083,1,9,0,18,0,1,0,7,6,6,3,1,6,1,29,6,1242,1,7,2,1,2
2019200838123,1,9,0,14,0,1,0,0,0,0,4,1,6,2,30,6,1994,2,9,1,1,1
2019200838142,1,9,0,5,0,4,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200838142,2,9,0,5,0,8,0,0,0,0,2,1,6,1,22,5,1686,2,8,1,1,1
2019200838189,1,9,0,7,0,5,0,0,1,0,1,1,1,1,21,5,1995,2,17,1,1,1
2019200838189,2,5,0,18,0,8,0,0,0,0,3,1,1,1,-1,-1,1202,1,4,5,-1,5
2019200838226,1,9,0,9,0,5,0,0,0,0,1,1,6,2,34,6,-1,-1,-1,1,1,1
2019200838226,2,9,0,18,0,1,0,0,0,0,1,1,6,1,29,6,1998,1,11,1,1,1
2019200838239,1,9,0,4,0,2,0,0,0,0,1,1,6,1,27,6,1360,1,11,1,1,1
2019200838264,1,9,0,5,0,0,0,4,0,0,2,1,1,2,25,5,999,1,4,2,1,2
2019200838264,2,9,0,18,0,0,0,0,0,0,1,1,1,1,25,5,1968,2,9,2,1,2
2019200838264,3,9,0,2,0,0,0,0,0,0,3,1,5,3,-1,-1,1248,1,6,-1,-1,-1
2019200838286,1,9,0,7,0,5,0,0,0,0,0,1,6,2,-1,-1,998,1,1,2,1,2
2019200838296,1,9,0,18,0,0,0,7,0,0,1,1,6,1,23,5,1595,1,3,2,1,2
2019200838363,1,9,0,18,0,2,0,0,0,0,1,1,6,1,61,9,1332,1,13,1,1,1
2019200838531,1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,1598,2,7,-1,-1,-1
2019200838531,2,9,0,4,0,0,0,0,0,0,3,1,6,1,48,8,1560,2,12,2,1,2
2019200838562,1,9,0,11,0,0,0,7,1,0,4,1,6,1,24,5,3902,1,-1,1,1,1
2019200838562,2,9,0,18,0,0,0,7,5,0,3,1,6,1,64,9,1197,1,7,9,1,9
2019200838575,1,9,0,9,0,5,0,0,0,0,4,1,6,1,38,7,2143,2,9,1,1,1
2019200838575,2,4,0,18,0,8,0,0,0,0,1,1,6,1,30,6,124,1,6,5,1,5
2019200838583,1,9,0,18,0,0,2,7,6,4,1,1,6,1,37,7,-1,-1,-1,2,1,2
2019200838598,1,9,0,5,0,0,0,0,0,0,3,1,6,1,28,6,1390,1,9,7,1,7
2019200838630,1,9,0,18,0,2,0,0,0,0,-1,1,2,1,53,8,1997,2,6,4,1,4
2019200838641,1,9,0,18,0,0,0,0,0,0,3,1,6,1,31,6,1956,2,8,1,1,1
2019200838664,1,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,-1,1968,2,14,-1,-1,-1
2019200838664,2,9,0,3,0,1,0,0,0,0,2,1,6,1,60,9,898,1,4,1,1,1
2019200838719,1,98,1,18,0,0,0,0,0,0,1,1,6,1,63,9,-1,-1,-1,10,2,10
2019200838719,2,9,0,18,0,0,1,0,0,0,2,1,6,1,45,7,1995,2,8,-1,-1,-1
2019200838719,3,9,0,18,0,0,0,0,0,0,1,1,6,2,55,8,1910,2,12,1,1,1
2019200838721,1,9,0,18,0,0,0,0,0,0,3,1,2,1,42,7,1896,2,14,1,1,1
2019200838724,1,9,0,4,0,0,0,0,0,0,1,1,6,1,20,4,1598,1,9,1,1,1
2019200838724,2,9,0,18,0,0,0,0,0,0,2,1,6,2,35,6,1229,1,7,2,1,2
2019200838795,1,19,0,12,0,0,0,0,0,0,2,1,6,1,29,6,2198,2,3,2,1,2
2019200838795,2,9,0,12,0,0,0,0,0,0,1,1,6,2,33,6,999,1,4,2,1,2
2019200838795,3,19,5,18,0,0,0,0,0,0,1,1,6,1,58,9,2143,2,6,2,1,2
2019200838795,4,9,0,18,0,0,0,0,0,0,1,1,6,1,54,8,1968,2,5,-1,-1,-1
2019200838795,5,9,0,12,0,0,0,0,0,0,1,1,6,2,56,9,2687,1,12,7,3,7
2019200838828,1,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,2143,2,3,-1,-1,-1
2019200838828,2,9,0,10,0,8,0,0,0,0,2,1,6,2,50,8,2204,2,13,1,1,1
2019200838906,1,9,0,5,0,0,0,0,0,0,1,1,6,3,-1,-1,1598,1,14,-1,-1,-1
2019200838906,2,9,0,18,0,0,0,0,0,0,1,1,6,1,34,6,1598,2,9,1,1,1
2019200838941,1,9,0,18,0,8,0,10,1,10,1,1,6,3,-1,-1,1398,1,7,-1,-1,-1
2019200838941,2,9,0,18,0,8,0,0,0,0,4,1,6,1,28,6,1995,2,2,2,1,2
2019200838954,1,19,0,18,0,1,0,0,0,0,1,1,2,1,29,6,1461,2,5,3,1,3
2019200838954,2,9,0,3,0,1,0,0,0,0,2,1,2,1,30,6,1595,1,12,1,1,1
2019200839009,1,9,0,18,0,0,2,10,2,0,4,1,6,2,19,4,1229,1,8,2,1,2
2019200839009,2,9,0,2,9,0,0,0,0,0,3,1,6,2,30,6,1242,1,10,4,1,4
2019200839009,3,9,0,2,9,0,0,0,0,0,3,1,6,2,-1,-1,2143,2,2,-1,-1,-1
2019200839049,1,8,0,5,0,0,0,0,0,0,0,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200839110,1,9,0,18,0,0,0,0,0,0,0,1,1,1,-1,-1,1956,2,4,-1,-1,-1
2019200839110,2,9,0,18,0,0,0,10,1,10,4,1,6,1,21,5,1299,1,15,1,1,1
2019200839129,1,9,0,7,0,8,0,0,0,0,4,1,1,1,35,6,-1,-1,-1,2,1,2
2019200839129,2,1,0,18,0,8,0,0,0,0,1,1,1,1,49,8,-1,-1,-1,1,1,1
2019200839139,1,9,0,9,0,6,0,0,0,0,4,1,6,1,23,5,1242,1,9,10,1,10
2019200839139,2,1,0,17,0,8,0,0,0,0,1,1,6,1,47,8,-1,-1,-1,10,1,10
2019200839143,1,21,1,18,0,0,0,0,0,0,1,1,6,1,57,9,12777,2,2,-1,-1,-1
2019200839143,2,9,0,18,0,0,0,0,0,0,2,1,6,2,21,5,1248,1,6,5,1,5
2019200839143,3,9,0,18,0,0,0,0,0,0,2,1,6,1,44,7,-1,-1,-1,1,1,1
2019200839222,1,9,0,5,0,0,0,0,0,0,0,1,6,3,-1,-1,998,1,3,-1,-1,-1
2019200839222,2,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,1360,1,12,-1,-1,-1
2019200839246,1,9,0,8,0,1,0,0,0,0,2,1,6,2,20,4,1595,1,3,7,1,7
2019200839246,2,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200839250,1,9,0,5,0,0,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200839309,1,9,0,18,0,1,0,0,0,0,1,1,6,1,51,8,2987,2,7,1,1,1
2019200839309,2,9,0,3,0,1,0,0,0,0,1,1,6,1,57,9,2231,2,12,2,1,2
2019200839309,3,9,0,3,0,1,0,0,0,0,2,1,6,1,21,5,1248,2,5,2,1,2
2019200839334,1,9,0,18,0,8,0,10,1,1,1,1,6,1,20,4,1398,1,1,1,1,1
2019200839334,2,9,0,9,0,6,0,0,0,0,2,1,1,1,-1,-1,1997,2,9,2,1,2
2019200839334,3,9,0,18,0,1,0,0,0,0,0,1,1,1,-1,-1,2993,2,1,-1,-1,-1
2019200839369,1,9,0,5,0,6,0,0,0,0,1,1,6,2,68,10,996,1,8,5,1,5
2019200839369,2,9,0,4,0,8,0,0,0,0,4,1,6,1,60,9,1956,2,6,4,1,4
2019200839521,1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,1968,2,6,-1,-1,-1
2019200839521,2,9,0,10,0,1,0,0,0,0,2,1,6,2,53,8,2199,2,6,7,1,7
2019200839548,1,9,0,5,0,0,0,0,0,0,3,1,6,3,24,5,1984,1,12,1,1,1
2019200839548,2,9,0,18,0,0,0,0,0,0,1,1,6,2,32,6,1998,1,14,1,1,1
2019200839695,1,9,0,14,0,0,0,0,0,0,2,1,6,2,58,9,1461,2,1,1,1,1
2019200839695,2,9,0,18,0,0,1,0,0,0,1,1,6,1,-1,-1,1587,1,17,1,1,1
2019200839695,3,9,0,4,0,0,0,0,0,0,0,1,6,2,-1,-1,1799,1,11,3,1,3
2019200839697,1,98,0,14,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200839711,1,9,0,9,0,6,0,0,0,0,1,1,2,1,31,6,1598,2,5,1,1,1
2019200839711,2,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,1794,1,12,-1,-1,-1
2019200839735,1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200839891,1,9,0,18,0,1,0,0,0,0,3,1,1,3,35,6,-1,-1,-1,-1,-1,-1
2019200839898,1,9,0,18,0,0,0,4,0,0,1,1,6,3,-1,-1,1956,2,1,-1,-1,-1
2019200839898,2,9,0,2,0,0,0,0,0,0,1,1,1,2,29,6,1598,2,2,-1,-1,-1
2019200839983,1,9,0,18,0,8,0,0,0,0,1,1,6,2,-1,-1,1598,2,5,-1,-1,-1
2019200839983,2,9,0,10,0,8,0,0,0,0,2,1,6,2,33,6,2171,2,16,-1,-1,-1
2019200840153,1,9,0,18,0,0,1,0,0,0,1,1,6,1,48,8,2457,1,18,7,1,7
2019200840153,2,9,0,18,0,0,0,0,0,0,2,1,6,1,61,9,1997,2,5,1,1,1
2019200840153,3,9,0,18,0,0,0,0,0,0,0,1,1,1,-1,-1,1956,2,4,-1,-1,-1
2019200840258,1,9,0,18,0,0,0,0,0,0,1,1,2,2,36,7,-1,-1,-1,-1,-1,-1
2019200840258,2,9,0,18,0,0,0,0,0,0,2,1,2,2,48,8,1997,2,2,3,1,3
2019200840263,1,10,0,4,0,1,1,0,0,0,1,1,6,2,27,6,2400,2,10,4,1,4
2019200840306,1,9,0,1,0,1,0,0,0,0,2,1,6,3,-1,-1,1242,1,8,-1,-1,-1
2019200840306,2,9,0,3,0,1,0,0,0,0,1,1,1,1,56,9,-1,-1,-1,1,1,1
2019200840663,1,21,1,18,0,0,0,0,0,0,4,1,1,1,-1,-1,12780,2,13,-1,-1,-1
2019200840663,2,9,0,18,0,0,0,0,0,0,3,1,2,1,23,5,1461,2,3,5,1,5
2019200840672,1,9,0,1,0,2,0,0,0,0,2,1,6,1,-1,-1,2902,2,11,-1,-1,-1
2019200840720,1,9,0,9,0,6,0,0,0,0,3,1,6,1,63,9,1398,1,6,9,1,9
2019200840720,2,3,0,13,0,8,0,0,0,0,1,1,6,1,26,6,124,1,17,1,1,1
2019200840778,1,9,0,18,0,4,0,0,0,0,3,1,1,1,-1,-1,1598,2,2,-1,-1,-1
2019200840778,2,1,0,18,0,8,0,0,0,0,3,1,1,1,55,8,-1,-1,-1,10,1,10
2019200840949,1,19,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,1905,2,20,-1,-1,-1
2019200840949,2,9,0,9,0,5,0,0,0,0,4,1,6,1,22,5,1248,2,11,-1,-1,-1
2019200840970,1,9,0,7,0,5,0,0,0,0,2,1,6,2,-1,-1,1242,1,7,-1,-1,-1
2019200840970,2,1,0,18,0,1,0,0,0,0,1,1,1,1,55,8,-1,-1,-1,2,1,2
2019200840994,1,9,0,18,0,0,0,0,0,0,1,1,6,1,22,5,1598,2,6,2,1,2
2019200841029,1,19,0,18,0,0,0,0,0,0,1,1,6,1,52,8,2198,2,8,9,1,9
2019200841061,1,9,0,9,0,5,0,0,0,0,1,1,6,1,22,5,1968,2,13,1,1,1
2019200841073,1,9,0,18,0,8,0,0,0,0,1,1,6,1,23,5,1968,2,13,2,1,2
2019200841073,2,9,0,18,0,8,5,7,0,0,4,1,6,1,34,6,1386,1,13,2,1,2
2019200841141,1,9,0,8,0,1,0,0,0,0,1,1,1,1,30,6,1686,2,8,2,1,2
2019200841154,1,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,1995,2,13,-1,-1,-1
2019200841154,2,9,0,3,0,0,0,0,0,0,2,1,2,2,21,5,1229,1,8,2,1,2
2019200841178,1,9,0,2,0,0,0,0,0,0,3,1,6,3,-1,-1,1598,2,3,-1,-1,-1
2019200841178,2,1,0,18,0,0,0,8,0,0,1,1,6,1,60,9,-1,-1,-1,1,1,1
2019200841253,1,9,0,1,0,1,0,0,0,0,2,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200841253,2,1,0,3,9,1,0,0,0,0,4,1,6,1,53,8,-1,-1,-1,1,1,1
2019200841397,1,3,0,18,0,8,0,0,0,0,1,1,6,1,28,6,124,1,14,1,1,1
2019200841397,2,9,0,9,0,5,0,0,0,0,3,1,6,1,33,6,1968,2,5,2,1,2
2019200841474,1,9,0,13,0,0,0,10,1,10,1,1,6,3,-1,-1,4799,1,12,-1,-1,-1
2019200841499,1,9,0,2,6,1,0,0,0,0,3,1,6,1,53,8,2143,2,4,5,1,5
2019200841499,2,1,0,14,0,1,0,8,0,0,1,1,6,2,54,8,-1,-1,-1,3,1,3
2019200841526,1,9,-1,-1,-1,-1,-1,-1,-1,0,1,1,6,1,-1,-1,4163,1,7,-1,-1,-1
2019200841526,2,8,-1,-1,-1,-1,-1,-1,-1,0,2,1,6,1,43,7,2184,2,10,1,1,1
2019200841526,3,9,-1,-1,-1,-1,-1,-1,-1,0,2,1,6,2,32,6,1997,7,16,1,1,1
2019200841559,1,9,0,18,0,8,0,0,0,0,1,1,6,2,37,7,1388,1,9,1,1,1
2019200841559,2,9,0,18,0,8,0,0,8,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200841603,1,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,1896,2,16,-1,-1,-1
2019200841603,2,9,0,9,0,5,1,0,0,0,2,1,6,2,37,7,1240,1,15,1,1,1
2019200841803,1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,1595,1,13,-1,-1,-1
2019200841803,2,9,0,3,0,0,0,0,0,0,2,1,6,1,38,7,998,1,10,1,1,1
2019200841840,1,9,0,1,0,0,0,0,0,0,4,1,6,1,-1,-1,1339,1,11,1,1,1
2019200841840,2,9,0,2,0,0,0,0,0,0,3,1,6,2,22,5,1598,1,9,1,1,1
2019200841885,1,9,0,9,0,6,0,0,0,0,1,1,6,1,80,11,1498,1,10,4,1,4
2019200841885,2,90,0,18,0,8,0,0,0,0,4,1,6,1,53,8,-1,-1,-1,3,1,3
2019200841960,1,9,0,9,0,6,0,0,0,0,1,1,1,1,38,7,1799,1,12,5,1,5
2019200841960,2,9,0,18,0,8,0,0,0,0,1,1,6,2,90,11,1149,1,12,4,1,4
2019200841960,3,9,0,18,0,8,0,0,0,0,3,1,1,1,41,7,-1,-1,-1,5,1,5
2019200841980,1,9,0,18,0,4,0,0,0,0,3,1,6,2,21,5,1299,1,11,1,1,1
2019200841980,2,9,0,18,0,4,0,0,0,0,4,1,6,2,-1,-1,1500,2,1,-1,-1,-1
2019200842084,1,9,0,18,0,8,0,0,0,0,4,1,6,1,23,5,2457,1,14,8,1,8
2019200842084,2,9,0,18,0,8,0,0,0,0,3,1,6,3,-1,-1,2199,2,1,-1,-1,-1
2019200842114,1,9,0,3,0,2,0,0,0,0,2,1,6,2,37,7,1995,2,5,1,1,1
2019200842114,2,9,0,18,0,2,0,0,0,0,1,1,6,1,-1,-1,1896,2,12,-1,-1,-1
2019200842253,1,9,0,18,0,8,0,0,0,0,4,1,1,1,67,10,1388,1,12,3,1,3
2019200842253,2,9,0,7,0,6,0,0,0,0,1,1,6,1,-1,-1,1598,2,9,-1,-1,-1
2019200842315,1,9,0,18,0,6,0,0,0,0,1,1,6,3,20,4,1598,1,10,4,1,4
2019200842315,2,9,0,18,0,8,0,0,0,0,4,1,6,2,50,8,1598,2,2,4,1,4
2019200842648,1,9,0,9,0,6,0,0,0,0,1,1,2,1,44,7,1596,1,4,10,1,10
2019200842648,2,5,0,18,0,8,0,0,0,0,4,1,2,1,35,6,600,1,18,4,1,4
2019200842684,1,1,0,18,0,0,0,0,0,0,1,1,6,1,13,3,-1,-1,-1,2,1,2
2019200842684,2,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200842689,1,9,0,18,0,0,0,0,0,0,0,1,6,1,-1,-1,2998,1,4,-1,-1,-1
2019200842689,2,11,0,18,0,0,0,0,0,0,0,1,1,1,-1,-1,4500,2,4,1,1,1
2019200842747,1,9,0,7,0,6,0,0,0,0,4,1,6,1,61,9,1995,2,8,3,1,3
