Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type,Casualty_IMD_Decile
2019200843858,2,2,2,2,15,3,3,0,0,1,0,0,9,-1,-1
2019200843894,2,2,2,1,14,3,3,0,0,1,0,0,9,1,4
2019200843894,2,3,2,1,16,4,3,0,0,2,0,0,9,-1,-1
2019200843894,3,1,1,2,36,7,3,0,0,0,0,0,9,1,2
2019200843938,1,1,1,1,55,8,3,0,0,0,0,0,9,-1,-1
2019200843938,1,2,2,1,9,2,3,0,0,2,0,0,9,-1,-1
2019200844025,1,1,3,2,76,11,2,5,3,0,0,0,0,1,1
2019200844035,3,1,1,1,46,8,3,0,0,0,0,0,8,1,3
2019200844294,1,1,2,1,23,5,3,0,0,1,0,0,9,-1,-1
2019200844356,2,1,1,1,33,6,3,0,0,0,0,0,1,-1,-1
2019200844376,1,1,1,1,56,9,2,0,0,0,0,0,4,3,7
2019200844432,1,1,3,1,3,1,2,5,4,0,0,0,0,1,3
2019200844442,2,2,1,1,33,6,3,0,0,0,0,0,9,1,1
2019200844497,1,3,1,1,30,6,3,0,0,0,0,0,9,1,2
2019200844497,2,2,1,1,22,5,3,0,0,0,0,0,9,2,6
2019200844513,1,1,1,1,63,9,2,0,0,0,0,0,9,1,1
2019200844513,2,2,1,2,39,7,3,0,0,0,0,0,9,1,5
2019200844513,2,3,2,2,36,7,3,0,0,1,0,0,9,1,5
2019200844513,3,4,1,1,74,10,3,0,0,0,0,0,9,1,2
2019200844675,2,1,1,1,20,4,3,0,0,0,0,0,9,1,3
2019200844675,2,2,2,1,20,4,3,0,0,1,0,0,9,1,3
2019200844678,1,1,1,1,43,7,2,0,0,0,0,0,3,1,7
2019200844703,1,1,1,2,26,6,3,0,0,0,0,0,9,1,1
2019200844729,1,1,1,1,28,6,3,0,0,0,0,0,9,1,1
2019200844775,2,1,1,2,41,7,3,0,0,0,0,0,9,-1,6
2019200844849,2,1,1,2,22,5,3,0,0,0,0,0,9,1,2
2019200844849,2,2,2,2,21,5,3,0,0,1,0,0,9,1,2
2019200845077,2,1,1,1,51,8,3,0,0,0,0,0,9,1,1
2019200845090,1,1,2,1,1,1,3,0,0,1,0,0,9,1,4
2019200845123,2,1,1,2,35,6,3,0,0,0,0,0,9,1,2
2019200845123,2,2,2,2,37,7,3,0,0,1,0,0,9,1,2
2019200845123,2,3,2,1,7,2,3,0,0,2,0,0,9,1,2
2019200845123,2,4,2,2,6,2,3,0,0,2,0,0,9,1,2
2019200845123,2,5,2,2,2,1,3,0,0,2,0,0,9,1,2
2019200845222,1,1,1,1,72,10,3,0,0,0,0,0,9,1,1
2019200845222,1,3,2,1,64,9,3,0,0,1,0,0,9,1,1
2019200845222,2,2,1,2,39,7,3,0,0,0,0,0,9,1,1
2019200845222,2,4,2,1,6,2,3,0,0,2,0,0,9,1,1
2019200845316,2,1,1,1,-1,-1,3,0,0,0,0,0,9,1,1
2019200845332,2,1,1,1,45,7,3,0,0,0,0,0,9,1,6
2019200845527,1,1,1,1,23,5,3,0,0,0,0,0,9,1,1
2019200845527,1,2,2,2,22,5,3,0,0,1,0,0,9,1,2
2019200845530,1,2,1,1,25,5,3,0,0,0,0,0,9,1,2
2019200845530,2,1,1,1,34,6,3,0,0,0,0,0,9,1,3
2019200845550,1,1,1,1,28,6,3,0,0,0,0,0,19,-1,-1
2019200845863,2,1,2,1,-1,-1,3,0,0,0,4,0,11,1,1
2019200846340,2,1,1,1,49,8,3,0,0,0,0,0,1,1,3
2019200846374,2,1,2,1,64,9,2,0,0,0,0,0,90,1,8
2019200846383,2,1,1,2,37,7,3,0,0,0,0,0,9,1,2
2019200846383,2,2,2,1,11,3,3,0,0,1,0,0,9,1,2
2019200846383,2,3,2,1,5,1,3,0,0,2,0,0,9,1,2
2019200846392,2,1,2,2,59,9,3,0,0,1,0,0,9,3,7
2019200846392,2,2,1,1,48,8,3,0,0,0,0,0,9,1,5
2019200846392,2,3,2,2,30,6,3,0,0,2,0,0,9,3,7
2019200846454,4,1,1,1,27,6,3,0,0,0,0,0,9,-1,-1
2019200846481,1,1,3,1,50,8,3,4,1,0,0,2,0,1,2
2019200846553,2,1,1,1,18,4,3,0,0,0,0,0,1,1,9
2019200846572,2,1,1,1,31,6,3,0,0,0,0,0,9,1,6
2019200846572,2,2,2,2,31,6,3,0,0,1,0,0,9,1,6
2019200846710,2,1,1,1,15,3,3,0,0,0,0,0,1,1,3
2019200846775,1,1,2,2,58,9,3,0,0,1,0,0,9,-1,-1
2019200846912,1,1,1,2,35,6,3,0,0,0,0,0,9,-1,-1
2019200846915,2,1,1,1,40,7,2,0,0,0,0,0,1,1,1
2019200846931,1,1,1,2,43,7,3,0,0,0,0,0,9,1,3
2019200846931,1,2,2,2,6,2,3,0,0,1,0,0,9,1,3
2019200847131,2,1,1,1,30,6,3,0,0,0,0,0,9,1,3
2019200847220,3,1,1,1,68,10,3,0,0,0,0,0,9,1,1
2019200847255,3,1,1,1,52,8,3,0,0,0,0,0,9,1,5
2019200847255,4,2,1,1,34,6,3,0,0,0,0,0,9,1,2
2019200847457,2,1,1,1,22,5,3,0,0,0,0,0,9,1,1
2019200847457,2,2,2,2,24,5,2,0,0,1,0,0,9,1,1
2019200847457,3,3,1,1,53,8,3,0,0,0,0,0,19,1,5
2019200847494,1,1,3,2,13,3,3,5,1,0,0,0,0,-1,-1
2019200847699,2,1,1,1,46,8,3,0,0,0,0,0,9,1,2
2019200847699,2,2,2,2,12,3,3,0,0,2,0,0,9,1,2
2019200847869,2,1,1,2,39,7,3,0,0,0,0,0,9,1,1
2019200847888,2,1,1,2,27,6,3,0,0,0,0,0,9,2,10
2019200847910,1,1,1,1,24,5,3,0,0,0,0,0,2,1,2
2019200847979,1,1,3,1,15,3,2,1,1,0,0,0,0,1,6
2019200848375,1,1,3,1,28,6,2,8,2,0,0,2,0,-1,-1
2019200848375,1,2,3,1,34,6,2,8,1,0,0,0,0,-1,-1
2019200848397,2,1,1,2,39,7,3,0,0,0,0,0,1,1,3
2019200848413,1,1,1,1,27,6,3,0,0,0,0,0,9,1,9
2019200848453,1,1,2,2,39,7,3,0,0,1,0,0,9,1,5
2019200848479,2,1,1,2,34,6,3,0,0,0,0,0,9,1,2
2019200848479,2,2,2,2,7,2,3,0,0,1,0,0,9,1,2
2019200848494,1,1,1,1,20,4,2,0,0,0,0,0,9,1,2
2019200848604,2,1,1,1,38,7,3,0,0,0,0,0,3,1,1
2019200848772,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2019200848792,2,1,1,2,39,7,2,0,0,0,0,0,9,1,3
2019200848792,3,2,1,2,64,9,2,0,0,0,0,0,9,1,3
2019200848822,1,1,3,1,6,2,3,1,1,0,0,0,0,1,1
2019200848946,1,1,3,1,29,6,2,5,1,0,0,2,0,1,4
2019200848966,1,1,1,1,23,5,1,0,0,0,0,0,9,1,1
2019200848966,1,4,2,1,23,5,3,0,0,1,0,0,9,1,5
2019200848966,2,2,1,1,40,7,3,0,0,0,0,0,9,1,2
2019200848966,2,3,2,1,22,5,2,0,0,-1,0,0,9,1,1
2019200848966,2,5,2,2,32,6,2,0,0,2,0,0,9,-1,-1
2019200849122,1,1,3,2,51,8,3,5,3,0,0,2,0,1,1
2019200849130,2,1,1,1,19,4,2,0,0,0,0,0,1,-1,-1
2019200849157,2,1,1,1,13,3,3,0,0,0,0,0,1,1,2
2019200849181,2,1,1,2,26,6,3,0,0,0,0,0,9,1,1
2019200849199,2,1,1,1,48,8,2,0,0,0,0,0,1,1,1
2019200849274,2,1,1,1,27,6,2,0,0,0,0,0,4,1,8
2019200849407,2,1,2,2,45,7,3,0,0,1,0,0,9,1,1
2019200849436,1,1,1,1,47,8,3,0,0,0,0,0,9,-1,-1
2019200849436,2,2,1,1,28,6,3,0,0,0,0,0,9,1,1
2019200849466,2,1,1,2,48,8,3,0,0,0,0,0,9,1,1
2019200849466,2,2,2,1,10,2,3,0,0,1,0,0,9,1,1
2019200849466,2,3,2,1,7,2,3,0,0,2,0,0,9,1,1
2019200849466,2,4,2,1,9,2,3,0,0,2,0,0,9,1,1
2019200849515,2,1,1,1,62,9,3,0,0,0,0,0,9,1,2
2019200849515,2,2,2,2,59,9,3,0,0,-1,0,0,9,1,2
2019200849573,2,1,2,1,52,8,3,0,0,1,0,0,9,1,9
2019200849597,2,1,1,1,-1,-1,3,0,0,0,0,0,9,1,1
2019200849763,2,1,1,1,36,7,3,0,0,0,0,0,9,1,3
2019200849764,2,1,1,1,48,8,3,0,0,0,0,0,9,1,1
2019200849789,1,1,3,2,5,1,2,5,2,0,0,0,0,1,1
2019200849799,1,1,3,1,2,1,3,1,3,0,0,0,0,1,1
2019200849819,1,5,2,2,23,5,3,0,0,1,0,0,9,1,6
2019200849819,2,1,1,1,22,5,3,0,0,0,0,0,9,1,1
2019200849819,2,2,2,1,22,5,3,0,0,2,0,0,9,1,5
2019200849819,2,3,2,1,24,5,3,0,0,1,0,0,9,1,9
2019200849819,2,4,2,2,22,5,3,0,0,2,0,0,9,1,8
2019200849884,1,1,2,2,42,7,3,0,0,2,0,0,9,1,5
2019200849884,1,2,2,2,27,6,3,0,0,2,0,0,9,1,4
2019200849884,1,3,2,2,42,7,3,0,0,1,0,0,9,1,5
2019200850009,2,1,1,1,45,7,3,0,0,0,0,0,8,1,1
2019200850009,2,2,2,1,27,6,3,0,0,2,0,0,8,3,7
2019200850013,1,1,1,1,23,5,3,0,0,0,0,0,9,1,1
2019200850013,1,2,2,1,23,5,3,0,0,1,0,0,9,-1,-1
2019200850248,2,1,1,2,50,8,3,0,0,0,0,0,9,1,8
2019200850252,1,1,3,2,40,7,3,1,1,0,0,2,0,-1,-1
2019200850252,1,2,3,1,5,1,3,1,1,0,0,0,0,-1,-1
2019200850254,1,1,2,1,82,11,3,0,0,0,3,0,11,1,1
2019200850307,2,1,1,2,42,7,3,0,0,0,0,0,9,1,3
2019200850320,2,2,1,2,-1,-1,3,0,0,0,0,0,9,-1,-1
2019200850320,2,4,2,1,-1,-1,3,0,0,1,0,0,9,-1,-1
2019200850320,3,3,1,1,-1,-1,3,0,0,0,0,0,9,-1,-1
2019200850335,2,1,1,2,27,6,3,0,0,0,0,0,9,1,2
2019200850348,1,1,3,1,-1,-1,3,5,2,0,0,2,0,-1,-1
2019200850378,2,1,1,1,30,6,2,0,0,0,0,0,1,1,2
2019200850400,2,1,1,1,34,6,3,0,0,0,0,0,9,1,1
2019200850418,1,1,2,1,16,4,3,0,0,1,0,0,9,1,1
2019200850440,1,1,1,1,67,10,3,0,0,0,0,0,9,1,1
2019200850440,2,2,1,1,37,7,3,0,0,0,0,0,9,1,3
2019200850440,2,3,2,1,72,10,3,0,0,1,0,0,9,1,3
2019200850458,1,1,3,2,58,9,3,6,9,0,0,2,0,1,5
2019200850483,2,1,1,2,53,8,3,0,0,0,0,0,9,1,9
2019200850498,2,1,2,2,33,6,3,0,0,1,0,0,9,1,5
2019200850516,2,1,1,1,48,8,3,0,0,0,0,0,9,1,1
2019200850526,1,1,1,1,35,6,3,0,0,0,0,0,9,1,3
2019200850542,2,1,1,1,63,9,3,0,0,0,0,0,9,1,1
2019200850549,2,1,1,1,59,9,3,0,0,0,0,0,1,1,1
2019200850685,2,1,1,1,55,8,3,0,0,0,0,0,9,1,1
2019200850726,1,1,1,1,34,6,3,0,0,0,0,0,9,1,3
2019200850728,2,1,1,2,-1,-1,3,0,0,0,0,0,9,1,3
2019200850749,2,1,1,2,40,7,3,0,0,0,0,0,9,1,2
2019200850775,1,1,3,1,44,7,3,9,5,0,0,0,0,1,2
2019200850805,1,1,1,1,56,9,3,0,0,0,0,0,8,1,4
2019200850889,2,1,1,2,42,7,3,0,0,0,0,0,9,1,7
2019200850900,2,1,1,2,26,6,3,0,0,0,0,0,9,1,1
2019200850904,1,1,3,1,17,4,2,10,1,0,0,2,0,1,1
2019200850904,1,2,2,2,-1,-1,3,0,0,0,4,0,11,-1,-1
2019200850906,1,1,1,1,49,8,3,0,0,0,0,0,9,-1,-1
2019200850935,1,1,1,1,19,4,3,0,0,0,0,0,9,1,1
2019200851161,2,1,1,2,55,8,3,0,0,0,0,0,9,1,6
2019200851170,2,1,1,1,30,6,3,0,0,0,0,0,8,-1,-1
2019200851170,2,2,2,1,51,8,3,0,0,1,0,0,8,1,2
2019200851176,2,1,1,1,43,7,3,0,0,0,0,0,9,1,2
2019200851180,1,1,1,1,31,6,3,0,0,0,0,0,9,1,1
2019200851192,2,1,1,1,39,7,3,0,0,0,0,0,9,1,10
2019200851201,1,1,3,1,35,6,3,1,2,0,0,2,0,2,8
2019200851212,2,1,1,1,65,9,2,0,0,0,0,0,9,1,7
2019200851245,1,1,1,1,29,6,3,0,0,0,0,0,9,1,2
2019200851259,2,1,1,1,-1,-1,3,0,0,0,0,0,9,1,2
2019200851275,1,1,1,2,30,6,2,0,0,0,0,0,9,-1,-1
2019200851277,1,1,3,2,39,7,3,1,3,0,0,2,0,1,4
2019200851280,2,1,1,2,28,6,3,0,0,0,0,0,9,1,10
2019200851285,2,1,1,1,49,8,3,0,0,0,0,0,3,1,2
2019200851286,2,1,1,2,58,9,3,0,0,0,0,0,9,1,1
2019200851296,1,1,3,1,19,4,2,5,4,0,0,2,0,-1,-1
2019200851301,1,1,3,1,38,7,3,4,1,0,0,2,0,1,5
2019200851315,1,1,1,1,21,5,2,0,0,0,0,0,9,1,1
2019200851315,2,2,1,1,30,6,3,0,0,0,0,0,9,1,2
2019200851315,2,3,2,1,34,6,3,0,0,1,0,0,9,1,2
2019200851332,1,1,1,1,42,7,3,0,0,0,0,0,5,1,2
2019200851358,1,1,2,2,87,11,2,0,0,1,0,0,9,-1,-1
2019200851358,1,2,2,2,-1,-1,3,0,0,2,0,0,9,1,1
2019200851412,1,1,3,1,13,3,3,7,4,0,0,0,0,1,1
2019200851501,1,1,3,1,61,9,2,6,9,0,0,0,0,1,7
2019200851573,1,1,1,1,34,6,3,0,0,0,0,0,9,1,6
2019200851587,2,1,1,2,20,4,3,0,0,0,0,0,9,1,7
2019200851587,2,2,2,2,18,4,3,0,0,1,0,0,9,1,1
2019200851603,1,1,1,1,70,10,3,0,0,0,0,0,9,1,1
2019200851623,2,1,1,1,36,7,3,0,0,0,0,0,9,1,1
2019200851671,2,1,2,1,16,4,3,0,0,2,0,0,9,1,3
2019200851703,2,1,1,1,19,4,3,0,0,0,0,0,1,1,1
2019200851715,2,1,1,1,62,9,2,0,0,0,0,0,3,1,3
2019200851739,1,1,1,2,19,4,3,0,0,0,0,0,9,1,1
2019200851741,2,1,1,1,33,6,3,0,0,0,0,0,9,1,3
2019200851886,1,1,3,2,44,7,2,6,9,0,0,2,0,1,1
2019200851904,1,1,3,1,13,3,2,5,2,0,0,0,0,1,1
2019200851911,2,1,1,2,60,9,3,0,0,0,0,0,9,1,6
2019200851916,2,1,1,1,65,9,3,0,0,0,0,0,19,1,9
2019200851921,1,1,1,1,47,8,3,0,0,0,0,0,9,-1,-1
2019200851963,1,1,1,1,24,5,3,0,0,0,0,0,9,1,5
2019200851963,1,2,3,2,85,11,2,9,5,0,0,0,0,1,4
2019200851977,2,1,1,2,50,8,3,0,0,0,0,0,9,-1,-1
2019200851996,2,1,1,2,65,9,3,0,0,0,0,0,9,3,8
2019200851996,2,2,2,2,-1,-1,3,0,0,1,0,0,9,-1,-1
2019200852021,2,1,1,2,28,6,3,0,0,0,0,0,9,1,1
2019200852021,2,2,2,2,56,9,3,0,0,1,0,0,9,-1,-1
2019200852487,2,1,2,2,49,8,3,0,0,2,0,0,9,-1,-1
2019200852500,1,1,3,1,13,3,3,5,2,0,0,0,0,1,3
2019200852551,2,1,1,1,45,7,3,0,0,0,0,0,9,1,1
2019200852587,1,1,3,1,12,3,3,5,1,0,0,0,0,1,3
2019200852595,2,1,1,1,-1,-1,3,0,0,0,0,0,1,1,4
2019200852635,1,1,3,1,23,5,3,5,3,0,0,2,0,-1,-1
2019200852687,2,1,1,1,25,5,3,0,0,0,0,0,9,1,1
2019200852738,2,1,2,2,54,8,3,0,0,1,0,0,9,1,5
2019200852746,2,1,1,1,53,8,3,0,0,0,0,0,9,1,3
2019200852781,1,1,1,2,24,5,3,0,0,0,0,0,9,1,1
2019200852781,1,2,2,2,44,7,3,0,0,1,0,0,9,1,1
2019200852781,1,3,2,2,37,7,3,0,0,2,0,0,9,-1,-1
2019200852814,1,1,1,2,43,7,3,0,0,0,0,0,9,1,5
2019200852869,1,1,3,2,11,3,3,1,1,0,0,0,0,-1,-1
2019200853085,1,1,2,2,23,5,3,0,0,2,0,0,8,1,2
2019200853090,2,1,1,2,46,8,3,0,0,0,0,0,9,-1,-1
2019200853090,2,2,2,1,-1,-1,3,0,0,2,0,0,9,-1,-1
2019200853099,1,1,1,2,46,8,3,0,0,0,0,0,9,1,1
2019200853112,2,1,1,2,30,6,3,0,0,0,0,0,9,1,2
2019200853138,2,1,1,1,31,6,3,0,0,0,0,0,3,1,1
2019200853203,1,1,1,1,53,8,3,0,0,0,0,0,9,1,1
2019200853203,2,2,1,1,30,6,3,0,0,0,0,0,9,1,4
2019200853236,1,1,1,2,20,4,2,0,0,0,0,0,9,1,1
2019200853244,1,1,1,1,27,6,2,0,0,0,0,0,9,1,1
2019200853244,2,2,1,1,30,6,2,0,0,0,0,0,9,-1,9
2019200853244,2,4,2,1,30,6,2,0,0,1,0,0,9,-1,-1
2019200853244,2,5,2,2,32,6,2,0,0,2,0,0,9,1,2
2019200853244,3,3,1,1,57,9,3,0,0,0,0,0,9,1,4
2019200853246,1,1,1,1,20,4,3,0,0,0,0,0,9,-1,-1
2019200853246,2,2,1,1,22,5,3,0,0,0,0,0,9,-1,-1
2019200853246,2,4,2,1,50,8,2,0,0,1,0,0,9,1,4
2019200853279,2,1,1,1,59,9,2,0,0,0,0,0,1,1,2
2019200853326,2,1,1,1,55,8,3,0,0,0,0,0,9,1,2
2019200853330,3,1,1,1,42,7,3,0,0,0,0,0,9,1,1
2019200853352,1,1,1,1,44,7,3,0,0,0,0,0,9,1,1
2019200853352,1,2,2,1,58,9,3,0,0,1,0,0,9,1,1
2019200853352,1,3,2,1,8,2,3,0,0,2,0,0,9,1,1
2019200853370,1,1,1,2,71,10,3,0,0,0,0,0,9,1,1
2019200853370,1,3,2,2,43,7,3,0,0,1,0,0,9,-1,-1
2019200853609,1,1,3,2,23,5,3,1,1,0,0,2,0,1,5
2019200853631,2,2,2,2,52,8,3,0,0,1,0,0,9,1,1
2019200853631,2,3,1,2,38,7,3,0,0,0,0,0,9,-1,-1
2019200853637,1,1,1,1,27,6,3,0,0,0,0,0,9,1,1
2019200853666,1,1,1,1,35,6,3,0,0,0,0,0,3,1,1
2019200853673,2,1,1,1,31,6,3,0,0,0,0,0,9,1,4
2019200853673,2,2,2,1,34,6,3,0,0,1,0,0,9,1,2
2019200853699,2,1,1,1,23,5,3,0,0,0,0,0,9,-1,-1
2019200853699,2,2,2,1,22,5,3,0,0,1,0,0,9,1,1
2019200853699,2,3,2,2,15,3,3,0,0,2,0,0,9,1,1
2019200853701,2,1,1,1,12,3,3,0,0,0,0,0,1,1,1
2019200853719,1,1,1,1,70,10,3,0,0,0,0,0,9,1,9
2019200853741,2,1,3,1,29,6,3,9,5,0,0,2,0,1,5
2019200853764,1,1,1,2,43,7,3,0,0,0,0,0,9,1,4
2019200853825,1,1,3,1,29,6,3,10,9,0,0,0,0,-1,-1
2019200853846,2,1,1,1,22,5,3,0,0,0,0,0,9,-1,-1
2019200853892,1,1,1,1,46,8,3,0,0,0,0,0,9,-1,-1
2019200853892,1,3,2,2,44,7,3,0,0,2,0,0,9,-1,-1
2019200853892,2,2,1,2,38,7,3,0,0,0,0,0,9,1,1
2019200854026,1,2,2,2,8,2,3,0,0,2,0,0,9,-1,-1
2019200854026,1,3,2,2,39,7,3,0,0,1,0,0,9,-1,-1
2019200854026,2,1,1,2,59,9,3,0,0,0,0,0,9,-1,-1
2019200854046,2,1,1,2,28,6,3,0,0,0,0,0,9,1,1
2019200854046,2,2,2,2,32,6,3,0,0,1,0,0,9,1,1
2019200854080,2,1,1,2,26,6,3,0,0,0,0,0,9,1,1
2019200854133,2,1,1,2,34,6,3,0,0,0,0,0,1,1,3
2019200854138,2,1,1,2,45,7,3,0,0,0,0,0,9,1,1
2019200854138,2,2,2,2,15,3,3,0,0,2,0,0,9,1,1
2019200854138,2,3,2,2,11,3,3,0,0,1,0,0,9,1,1
2019200854166,1,1,2,2,72,10,3,0,0,1,0,0,9,1,6
2019200854179,1,1,1,1,57,9,3,0,0,0,0,0,9,1,5
2019200854214,1,1,1,1,48,8,2,0,0,0,0,0,5,1,3
2019200854258,1,2,2,2,43,7,3,0,0,1,0,0,9,-1,-1
2019200854258,1,3,2,2,65,9,3,0,0,2,0,0,9,1,1
2019200854258,2,1,1,1,32,6,3,0,0,0,0,0,9,1,6
2019200854271,1,1,3,1,14,3,2,4,4,0,0,0,0,1,1
2019200854276,2,1,1,1,58,9,2,0,0,0,0,0,1,-1,-1
2019200854457,1,1,1,2,39,7,3,0,0,0,0,0,9,1,1
2019200854479,1,1,1,1,32,6,3,0,0,0,0,0,9,1,1
2019200854481,2,1,1,2,31,6,3,0,0,0,0,0,9,1,8
2019200854508,1,1,1,1,38,7,3,0,0,0,0,0,9,1,5
2019200854508,2,2,1,2,34,6,3,0,0,0,0,0,9,1,1
2019200854578,2,1,1,1,38,7,3,0,0,0,0,0,9,1,1
2019200854596,2,1,1,2,48,8,3,0,0,0,0,0,9,1,4
2019200854659,1,1,1,2,35,6,3,0,0,0,0,0,9,-1,-1
2019200854689,2,1,1,1,26,6,3,0,0,0,0,0,9,3,6
2019200854689,2,2,2,2,22,5,3,0,0,1,0,0,9,1,6
2019200854781,2,1,1,2,41,7,3,0,0,0,0,0,9,1,3
2019200854781,2,2,2,1,42,7,3,0,0,1,0,0,9,1,3
2019200854787,2,1,1,1,9,2,3,0,0,0,0,0,1,1,1
2019200854796,2,1,1,1,46,8,2,0,0,0,0,0,1,1,2
2019200854799,1,1,3,2,28,6,3,5,1,0,0,2,0,-1,-1
2019200854804,2,1,1,2,43,7,3,0,0,0,0,0,9,1,1
2019200854831,2,1,1,2,42,7,3,0,0,0,0,0,9,1,8
2019200854831,2,2,2,2,68,10,3,0,0,1,0,0,9,1,4
2019200854844,2,1,1,1,-1,-1,3,0,0,0,0,0,1,-1,-1
2019200854849,1,1,1,2,31,6,3,0,0,0,0,0,9,1,8
2019200854879,2,1,1,1,33,6,3,0,0,0,0,0,3,1,1
2019200855089,2,1,2,2,27,6,3,0,0,2,0,0,9,1,2
2019200855160,2,1,1,2,40,7,3,0,0,0,0,0,9,1,4
2019200855195,1,1,1,2,21,5,3,0,0,0,0,0,9,1,2
2019200855233,2,1,1,2,47,8,3,0,0,0,0,0,9,-1,-1
2019200855243,1,1,2,2,49,8,3,0,0,2,0,0,9,1,4
2019200855276,2,1,1,2,25,5,3,0,0,0,0,0,9,3,6
2019200855276,2,2,2,1,26,6,3,0,0,1,0,0,9,1,1
2019200855298,2,1,1,2,26,6,3,0,0,0,0,0,9,-1,-1
2019200855298,2,2,2,2,54,8,3,0,0,1,0,0,9,-1,-1
2019200855298,2,3,2,2,30,6,3,0,0,2,0,0,9,-1,-1
2019200855303,1,1,1,1,20,4,3,0,0,0,0,0,9,1,4
2019200855303,2,2,1,1,45,7,3,0,0,0,0,0,9,3,7
2019200855303,4,3,1,2,49,8,3,0,0,0,0,0,9,3,7
2019200855338,2,1,1,2,20,4,3,0,0,0,0,0,9,1,5
2019200855338,2,2,2,2,15,3,3,0,0,1,0,0,9,1,5
2019200855338,2,3,2,2,11,3,3,0,0,2,0,0,9,1,5
2019200855338,2,4,2,1,9,2,3,0,0,2,0,0,9,1,5
2019200855473,1,1,1,1,36,7,3,0,0,0,0,0,9,1,10
2019200855473,1,2,2,1,-1,-1,3,0,0,1,0,0,9,1,1
2019200855503,1,1,3,1,25,5,3,5,1,0,0,2,0,1,1
2019200855513,1,1,1,1,61,9,3,0,0,0,0,0,9,1,3
2019200855536,2,1,1,2,29,6,2,0,0,0,0,0,9,1,3
2019200855539,3,1,1,1,39,7,3,0,0,0,0,0,9,1,2
2019200855551,2,1,1,1,52,8,3,0,0,0,0,0,5,1,3
2019200855562,1,1,1,1,23,5,3,0,0,0,0,0,9,1,3
2019200855566,1,1,1,1,21,5,3,0,0,0,0,0,3,1,1
2019200855582,1,1,2,2,47,8,3,0,0,2,0,0,9,1,5
2019200855628,2,1,1,1,38,7,3,0,0,0,0,0,1,-1,-1
2019200855640,2,1,2,2,25,5,3,0,0,-1,0,0,9,1,2
2019200855658,1,1,3,1,17,4,3,9,5,0,0,2,0,-1,-1
2019200855680,2,1,1,1,29,6,2,0,0,0,0,0,1,1,1
2019200855699,1,1,3,1,72,10,3,5,1,0,0,0,0,1,3
2019200855747,2,1,1,1,53,8,3,0,0,0,0,0,19,-1,-1
2019200855750,2,1,1,1,29,6,3,0,0,0,0,0,9,1,8
2019200855750,2,2,2,1,-1,-1,3,0,0,1,0,0,9,-1,-1
2019200855760,2,1,2,1,43,7,2,0,0,1,0,0,9,1,1
2019200855801,1,1,3,2,8,2,3,5,3,0,0,0,0,1,3
2019200856016,2,1,1,2,58,9,3,0,0,0,0,0,9,1,1
2019200856061,1,1,1,1,37,7,3,0,0,0,0,0,9,1,1
2019200856061,2,2,2,1,-1,-1,3,0,0,0,0,0,90,1,8
2019200856061,2,3,2,1,-1,-1,3,0,0,0,0,0,90,1,8
2019200856065,2,1,1,2,55,8,3,0,0,0,0,0,9,1,2
2019200856074,2,1,1,1,27,6,3,0,0,0,0,0,9,-1,-1
2019200856075,2,1,1,1,40,7,3,0,0,0,0,0,9,1,7
2019200856079,2,1,1,1,39,7,3,0,0,0,0,0,9,1,4
2019200856079,2,2,2,2,35,6,3,0,0,1,0,0,9,1,4
2019200856089,2,1,1,2,56,9,3,0,0,0,0,0,9,1,3
2019200856105,2,1,1,1,33,6,3,0,0,0,0,0,9,1,2
2019200856108,1,1,3,2,42,7,3,1,3,0,0,2,0,1,2
2019200856114,2,1,1,1,32,6,2,0,0,0,0,0,1,-1,-1
2019200856139,1,1,1,1,19,4,3,0,0,0,0,0,9,1,8
2019200856141,2,1,1,2,31,6,3,0,0,0,0,0,9,1,3
2019200856141,2,2,2,2,30,6,3,0,0,1,0,0,9,-1,-1
2019200856152,2,1,1,1,41,7,3,0,0,0,0,0,9,-1,-1
2019200856169,2,1,1,2,28,6,3,0,0,0,0,0,9,1,1
2019200856203,1,2,2,2,10,2,2,0,0,0,0,0,3,1,2
2019200856203,2,1,1,1,37,7,3,0,0,0,0,0,9,-1,-1
2019200856338,1,1,1,1,35,6,3,0,0,0,0,0,5,1,1
2019200856353,1,1,1,1,21,5,3,0,0,0,0,0,9,1,3
2019200856353,1,2,2,1,-1,-1,3,0,0,1,0,0,9,-1,-1
2019200856359,1,1,3,1,14,3,2,5,1,0,0,0,0,1,2
2019200856382,1,1,1,1,44,7,3,0,0,0,0,0,9,1,1
2019200856463,1,1,1,1,23,5,2,0,0,0,0,0,4,2,5
2019200856470,2,1,1,1,32,6,3,0,0,0,0,0,9,1,7
2019200856546,2,1,1,1,50,8,3,0,0,0,0,0,5,1,5
2019200856577,2,1,1,1,42,7,3,0,0,0,0,0,9,1,1
2019200856606,2,2,1,1,38,7,3,0,0,0,0,0,9,1,3
2019200856660,1,1,3,2,38,7,3,5,2,0,0,2,0,1,4
