Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type,Casualty_IMD_Decile
2019200826852,1,1,3,1,13,3,3,10,9,0,0,0,0,1,1
2019200827317,1,1,3,2,37,7,2,4,4,0,0,2,0,1,9
2019200827389,1,1,3,2,59,9,3,5,3,0,0,2,0,-1,-1
2019200827561,1,1,2,1,25,5,3,0,0,1,0,0,9,-1,-1
2019200827561,1,2,2,1,30,6,2,0,0,2,0,0,9,1,1
2019200827561,1,3,1,1,39,7,3,0,0,0,0,0,9,1,5
2019200827813,1,1,3,1,12,3,3,10,9,0,0,0,0,1,2
2019200827838,1,1,3,2,30,6,3,9,5,0,0,2,0,-1,-1
2019200827849,2,1,1,1,12,3,3,0,0,0,0,0,1,1,2
2019200827868,2,1,1,2,11,3,3,0,0,0,0,0,1,-1,-1
2019200827905,1,1,3,2,13,3,3,1,3,0,0,0,0,1,1
2019200827913,1,1,2,2,69,10,2,0,0,1,0,0,9,1,2
2019200828005,2,1,1,2,55,8,3,0,0,0,0,0,9,1,1
2019200828009,1,1,3,2,3,1,3,5,4,0,0,0,0,1,1
2019200828020,2,1,2,2,45,7,3,0,0,1,0,0,9,1,2
2019200828020,2,2,1,1,83,11,3,0,0,0,0,0,9,1,2
2019200828027,1,3,1,1,53,8,3,0,0,0,0,0,9,1,1
2019200828027,2,2,2,2,15,3,3,0,0,2,0,0,9,1,1
2019200828050,1,1,3,2,13,3,2,5,9,0,0,0,0,1,1
2019200828065,1,1,3,1,22,5,3,5,1,0,0,2,0,-1,-1
2019200828079,1,1,1,1,18,4,2,0,0,0,0,0,3,-1,-1
2019200828108,1,1,1,1,19,4,1,0,0,0,0,0,9,-1,-1
2019200828260,2,1,1,1,36,7,3,0,0,0,0,0,3,1,5
2019200828298,1,2,2,1,17,4,3,0,0,2,0,0,9,1,2
2019200828298,1,3,2,2,19,4,3,0,0,1,0,0,9,1,1
2019200828298,2,1,1,1,24,5,3,0,0,0,0,0,19,1,1
2019200828316,1,1,1,1,19,4,3,0,0,0,0,0,9,1,7
2019200828316,2,2,1,2,43,7,3,0,0,0,0,0,9,1,2
2019200828360,2,1,1,2,29,6,3,0,0,0,0,0,9,-1,-1
2019200828372,2,1,1,1,59,9,3,0,0,0,0,0,4,1,7
2019200828384,2,1,1,1,40,7,3,0,0,0,0,0,9,-1,-1
2019200828384,2,2,2,1,32,6,3,0,0,1,0,0,9,1,1
2019200828384,2,3,2,1,26,6,3,0,0,2,0,0,9,1,2
2019200828384,2,4,2,1,29,6,3,0,0,2,0,0,9,1,1
2019200828414,1,1,1,2,39,7,3,0,0,0,0,0,9,1,6
2019200828447,1,1,3,1,6,2,3,5,3,0,0,0,0,1,1
2019200828499,1,1,2,2,44,7,3,0,0,2,0,0,8,1,2
2019200828617,1,1,3,2,36,7,2,1,1,0,0,2,0,1,6
2019200828748,1,1,1,2,33,6,3,0,0,0,0,0,9,1,1
2019200828791,1,1,3,2,7,2,2,5,2,0,0,0,0,-1,-1
2019200828807,2,1,1,1,35,6,3,0,0,0,0,0,9,1,1
2019200828966,1,1,1,1,47,8,3,0,0,0,0,0,9,1,3
2019200828966,1,2,2,2,46,8,3,0,0,1,0,0,9,-1,-1
2019200828984,1,1,3,1,12,3,3,5,9,0,0,0,0,1,1
2019200829008,2,1,1,1,42,7,3,0,0,0,0,0,1,-1,-1
2019200829031,2,1,1,1,23,5,3,0,0,0,0,0,9,1,1
2019200829089,2,1,2,2,50,8,3,0,0,2,0,0,9,1,1
2019200829110,1,1,3,1,55,8,3,6,9,0,0,2,0,1,3
2019200829147,1,1,3,1,39,7,2,6,9,0,0,2,0,1,2
2019200829167,2,1,1,2,37,7,3,0,0,0,0,0,9,1,2
2019200829278,2,1,1,1,-1,-1,3,0,0,0,0,0,1,1,2
2019200829290,1,1,3,1,12,3,3,5,9,0,0,0,0,1,5
2019200829302,1,1,3,2,17,4,3,5,1,0,0,2,0,-1,-1
2019200829322,1,1,3,2,53,8,3,6,9,0,0,2,0,1,2
2019200829366,2,1,1,1,16,4,3,0,0,0,0,0,1,1,4
2019200829405,2,1,1,2,49,8,3,0,0,0,0,0,9,1,7
2019200829478,1,1,2,1,81,11,1,0,0,0,3,0,11,-1,-1
2019200829781,2,1,1,1,55,8,3,0,0,0,0,0,9,1,1
2019200829781,2,2,2,2,55,8,3,0,0,1,0,0,9,1,1
2019200829805,1,1,1,1,34,6,3,0,0,0,0,0,9,1,1
2019200829810,2,1,1,1,45,7,2,0,0,0,0,0,1,2,10
2019200829832,2,1,1,1,68,10,3,0,0,0,0,0,8,1,1
2019200829939,1,1,2,2,17,4,3,0,0,1,0,0,9,1,7
2019200829968,1,1,1,1,46,8,3,0,0,0,0,0,21,1,2
2019200830087,2,1,1,1,-1,-1,3,0,0,0,0,0,9,-1,-1
2019200830138,2,1,1,1,47,8,3,0,0,0,0,0,9,-1,-1
2019200830159,2,1,1,2,33,6,3,0,0,0,0,0,9,1,1
2019200830209,1,1,3,2,15,3,3,5,2,0,0,0,0,1,3
2019200830226,1,1,1,1,34,6,3,0,0,0,0,0,9,1,1
2019200830226,1,3,2,1,33,6,3,0,0,2,0,0,9,1,1
2019200830226,2,2,1,1,29,6,3,0,0,0,0,0,9,1,1
2019200830226,2,4,2,1,-1,-1,3,0,0,1,0,0,9,-1,-1
2019200830252,1,1,3,1,38,7,3,6,9,0,0,2,0,2,4
2019200830320,3,1,1,2,26,6,3,0,0,0,0,0,9,1,1
2019200830435,2,1,1,2,42,7,3,0,0,0,0,0,9,1,1
2019200830455,2,1,1,1,29,6,3,0,0,0,0,0,9,1,1
2019200830530,2,1,1,1,34,6,2,0,0,0,0,0,9,-1,-1
2019200830533,1,1,3,1,37,7,3,1,1,0,0,2,0,1,1
2019200830573,1,1,3,2,80,11,3,1,3,0,0,0,0,1,1
2019200830594,2,1,1,1,37,7,3,0,0,0,0,0,23,1,10
2019200830655,2,1,1,1,57,9,3,0,0,0,0,0,9,1,1
2019200830832,2,1,1,1,17,4,3,0,0,0,0,0,9,1,1
2019200830860,1,1,3,1,15,3,3,6,9,0,0,2,0,-1,-1
2019200830860,1,2,3,1,15,3,3,6,9,0,0,0,0,-1,-1
2019200830922,1,1,1,1,39,7,2,0,0,0,0,0,9,1,2
2019200830922,2,2,1,1,47,8,3,0,0,0,0,0,9,1,9
2019200831005,1,1,1,2,33,6,3,0,0,0,0,0,9,1,2
2019200831005,1,2,2,1,1,1,3,0,0,2,0,0,9,-1,-1
2019200831005,1,3,2,1,2,1,3,0,0,2,0,0,9,-1,-1
2019200831017,1,1,3,2,20,4,3,5,9,0,0,2,0,1,5
2019200831101,2,1,1,2,31,6,3,0,0,0,0,0,9,1,10
2019200831129,2,1,1,1,28,6,3,0,0,0,0,0,90,1,3
2019200831136,2,1,1,2,26,6,3,0,0,0,0,0,9,1,3
2019200831171,1,1,1,1,46,8,3,0,0,0,0,0,8,1,1
2019200831171,1,2,2,2,42,7,3,0,0,2,0,0,8,1,2
2019200831248,1,1,2,1,-1,-1,3,0,0,1,0,0,9,-1,-1
2019200831275,1,1,1,1,20,4,3,0,0,0,0,0,9,1,10
2019200831539,1,1,1,2,43,7,3,0,0,0,0,0,9,3,5
2019200831539,1,2,2,1,-1,-1,3,0,0,2,0,0,9,2,3
2019200831539,1,3,2,1,49,8,3,0,0,1,0,0,9,3,9
2019200831550,2,1,1,2,48,8,3,0,0,0,0,0,9,1,2
2019200831607,1,1,1,1,25,5,3,0,0,0,0,0,1,1,7
2019200831620,2,1,1,1,84,11,3,0,0,0,0,0,1,-1,-1
2019200831664,2,1,1,1,57,9,3,0,0,0,0,0,9,1,6
2019200831664,2,2,2,2,50,8,3,0,0,1,0,0,9,1,6
2019200831671,1,1,2,2,52,8,3,0,0,1,0,0,9,1,3
2019200831796,2,1,1,2,24,5,3,0,0,0,0,0,3,1,3
2019200831872,2,1,1,1,48,8,3,0,0,0,0,0,1,1,5
2019200831932,1,1,3,2,31,6,2,1,1,0,0,2,0,1,3
2019200831960,2,1,1,1,29,6,2,0,0,0,0,0,9,-1,-1
2019200831974,1,1,1,1,17,4,3,0,0,0,0,0,1,1,5
2019200832039,2,1,1,1,42,7,3,0,0,0,0,0,9,1,3
2019200832056,2,1,1,1,27,6,2,0,0,0,0,0,9,1,5
2019200832110,1,1,1,2,29,6,3,0,0,0,0,0,9,-1,-1
2019200832163,1,1,3,1,20,4,3,5,9,0,0,0,0,1,1
2019200832216,1,1,1,1,32,6,3,0,0,0,0,0,19,-1,-1
2019200832339,1,1,1,1,27,6,3,0,0,0,0,0,19,1,4
2019200832393,2,1,1,2,26,6,3,0,0,0,0,0,9,1,4
2019200832436,2,1,1,1,57,9,3,0,0,0,0,0,9,1,3
2019200832479,2,1,2,2,25,5,3,0,0,1,0,0,9,3,7
2019200832500,2,1,1,1,42,7,3,0,0,0,0,0,9,1,1
2019200832512,1,2,2,2,60,9,3,0,0,1,0,0,9,1,1
2019200832512,2,1,1,1,61,9,3,0,0,0,0,0,9,1,1
2019200832527,1,1,2,2,25,5,3,0,0,1,0,0,9,1,2
2019200832536,1,1,1,1,49,8,3,0,0,0,0,0,9,1,1
2019200832536,2,2,1,2,69,10,3,0,0,0,0,0,9,1,3
2019200832564,1,1,1,2,31,6,3,0,0,0,0,0,9,1,1
2019200832564,2,2,1,1,88,11,3,0,0,0,0,0,9,1,1
2019200832580,2,1,1,2,28,6,3,0,0,0,0,0,9,1,4
2019200832706,1,1,3,1,11,3,2,1,3,0,0,0,0,1,1
2019200832718,2,1,1,1,39,7,3,0,0,0,0,0,19,1,1
2019200832739,1,1,3,1,34,6,2,5,1,0,0,0,0,1,1
2019200832792,2,1,1,1,27,6,3,0,0,0,0,0,3,1,1
2019200832795,1,1,3,1,83,11,2,9,9,0,0,0,0,1,1
2019200832797,2,1,1,2,25,5,3,0,0,0,0,0,9,1,1
2019200832822,2,1,1,1,33,6,3,0,0,0,0,0,3,1,1
2019200832825,2,1,1,1,32,6,3,0,0,0,0,0,1,1,4
2019200833208,2,1,1,2,46,8,3,0,0,0,0,0,9,1,1
2019200833368,1,1,3,1,43,7,3,5,2,0,0,2,0,1,1
2019200833408,2,1,1,1,34,6,3,0,0,0,0,0,9,1,7
2019200833473,1,1,1,2,50,8,3,0,0,0,0,0,9,1,1
2019200833473,1,2,2,1,37,7,3,0,0,1,0,0,9,1,2
2019200833617,1,1,2,1,-1,-1,3,0,0,1,0,0,9,3,10
2019200833705,1,1,3,2,-1,-1,3,5,9,0,0,2,0,-1,-1
2019200834047,2,1,1,2,32,6,3,0,0,0,0,0,1,1,5
2019200834182,1,1,3,1,12,3,3,6,9,0,0,0,0,1,1
2019200834195,1,2,1,1,44,7,3,0,0,0,0,0,19,1,1
2019200834195,2,1,1,1,86,11,3,0,0,0,0,0,9,1,6
2019200834264,2,1,1,2,54,8,3,0,0,0,0,0,9,1,8
2019200834366,1,1,3,1,29,6,2,5,9,0,0,0,0,-1,-1
2019200834462,1,1,3,1,80,11,2,5,3,0,0,0,0,1,1
2019200834522,2,1,1,1,47,8,3,0,0,0,0,0,9,1,6
2019200834522,2,2,2,2,39,7,3,0,0,1,0,0,9,1,6
2019200834939,1,2,2,1,27,6,2,0,0,2,0,0,9,-1,-1
2019200834939,2,1,1,1,64,9,2,0,0,0,0,0,9,1,10
2019200834968,2,1,1,2,30,6,3,0,0,0,0,0,9,1,3
2019200834968,2,2,2,2,53,8,3,0,0,1,0,0,9,1,3
2019200835344,1,1,1,1,17,4,3,0,0,0,0,0,9,1,2
2019200835344,3,2,1,1,36,7,3,0,0,0,0,0,8,1,1
2019200835344,3,3,2,1,26,6,3,0,0,2,0,0,8,1,9
2019200835344,3,4,2,2,24,5,3,0,0,2,0,0,8,1,1
2019200835412,2,1,1,2,37,7,3,0,0,0,0,0,9,1,2
2019200835418,1,1,2,2,62,9,3,0,0,-1,0,0,8,1,10
2019200835513,1,1,1,1,-1,-1,3,0,0,0,0,0,9,1,2
2019200835578,1,1,1,1,24,5,2,0,0,0,0,0,9,1,9
2019200835578,1,2,2,2,20,4,2,0,0,1,0,0,9,-1,-1
2019200835611,2,1,1,2,51,8,3,0,0,0,0,0,9,1,8
2019200835746,1,1,1,1,81,11,3,0,0,0,0,0,9,1,1
2019200835832,2,1,1,1,30,6,3,0,0,0,0,0,1,1,1
2019200835837,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2019200835837,2,2,1,1,48,8,3,0,0,0,0,0,9,1,1
2019200835979,1,1,3,2,42,7,3,5,3,0,0,2,0,1,7
2019200835999,2,1,1,1,52,8,2,0,0,0,0,0,1,1,3
2019200836003,1,1,1,2,33,6,3,0,0,0,0,0,9,1,1
2019200836011,1,1,3,1,21,5,3,5,9,0,0,2,0,1,1
2019200836024,1,1,1,2,38,7,3,0,0,0,0,0,1,1,6
2019200836040,1,1,1,1,54,8,3,0,0,0,0,0,9,1,1
2019200836040,2,2,2,1,71,10,2,0,0,1,0,0,9,1,1
2019200836109,1,1,3,1,74,10,2,5,1,0,0,0,0,1,1
2019200836123,2,1,1,1,33,6,3,0,0,0,0,0,23,1,4
2019200836123,2,2,2,2,24,5,3,0,0,0,0,0,23,1,4
2019200836319,1,1,1,1,19,4,3,0,0,0,0,0,9,1,2
2019200836335,2,1,1,1,62,9,3,0,0,0,0,0,9,1,1
2019200836439,1,1,3,1,9,2,2,5,2,0,0,0,0,1,1
2019200836439,1,2,3,2,4,1,3,8,2,0,0,0,0,1,1
2019200836460,1,1,1,2,25,5,3,0,0,0,0,0,9,1,4
2019200836460,2,2,1,2,64,9,3,0,0,0,0,0,9,1,9
2019200836475,1,1,1,1,37,7,3,0,0,0,0,0,9,1,8
2019200836485,2,1,2,2,-1,-1,3,0,0,1,0,0,9,1,1
2019200836535,1,1,3,2,13,3,3,5,3,0,0,0,0,1,3
2019200836933,2,1,1,1,22,5,3,0,0,0,0,0,90,1,2
2019200836969,2,1,2,2,17,4,3,0,0,2,0,0,9,1,1
2019200836979,2,1,1,1,12,3,3,0,0,0,0,0,1,1,1
2019200837061,1,1,1,1,67,10,3,0,0,0,0,0,9,1,4
2019200837061,2,2,1,1,-1,-1,3,0,0,0,0,0,19,1,3
2019200837130,2,1,1,1,35,6,3,0,0,0,0,0,9,1,1
2019200837179,1,1,2,1,16,4,2,0,0,2,0,0,9,1,9
2019200837294,1,2,2,1,15,3,2,0,0,0,0,0,3,-1,-1
2019200837294,2,1,1,2,30,6,3,0,0,0,0,0,9,-1,-1
2019200837369,1,1,3,1,37,7,3,4,2,0,0,2,0,1,7
2019200837376,1,1,3,1,48,8,3,5,1,0,0,2,0,1,2
2019200837419,1,1,3,1,22,5,3,9,5,0,0,2,0,1,5
2019200837478,2,1,1,1,35,6,3,0,0,0,0,0,9,1,8
2019200837530,1,1,3,1,47,8,2,5,9,0,0,2,0,1,3
2019200837541,1,1,1,1,38,7,3,0,0,0,0,0,9,1,3
2019200837742,1,1,1,1,53,8,3,0,0,0,0,0,9,1,1
2019200837766,1,1,3,2,14,3,3,8,1,0,0,0,0,1,5
2019200837770,2,1,1,2,27,6,3,0,0,0,0,0,9,1,1
2019200837783,2,1,1,1,21,5,3,0,0,0,0,0,9,1,5
2019200837816,2,1,1,2,21,5,3,0,0,0,0,0,9,1,5
2019200837836,1,1,3,1,38,7,2,9,9,0,0,2,0,1,1
2019200837857,1,1,3,1,49,8,3,1,1,0,0,2,0,-1,-1
2019200837875,2,1,1,1,61,9,3,0,0,0,0,0,9,1,1
2019200837883,1,1,3,1,3,1,3,5,2,0,0,0,0,-1,-1
2019200837903,1,1,3,2,78,11,2,5,1,0,0,0,0,1,5
2019200837957,2,1,1,1,21,5,3,0,0,0,0,0,9,-1,-1
2019200837964,2,1,1,1,35,6,3,0,0,0,0,0,9,1,2
2019200837964,2,2,2,2,32,6,3,0,0,1,0,0,9,1,2
2019200838040,1,2,2,1,20,4,3,0,0,1,0,0,9,1,1
2019200838079,1,1,2,2,55,8,3,0,0,1,0,0,9,1,6
2019200838083,1,1,1,1,29,6,3,0,0,0,0,0,9,1,2
2019200838123,1,1,3,2,15,3,2,5,2,0,0,0,0,1,1
2019200838142,2,1,1,1,22,5,3,0,0,0,0,0,9,-1,-1
2019200838142,2,2,2,1,15,3,3,0,0,1,0,0,9,-1,-1
2019200838142,2,3,2,1,16,4,3,0,0,2,0,0,9,-1,-1
2019200838189,2,1,1,1,-1,-1,3,0,0,0,0,0,5,-1,5
2019200838226,1,1,1,2,34,6,3,0,0,0,0,0,9,-1,-1
2019200838226,2,2,1,1,29,6,3,0,0,0,0,0,9,1,1
2019200838239,1,1,3,1,4,1,3,1,3,0,0,0,0,1,2
2019200838264,1,1,1,2,25,5,3,0,0,0,0,0,9,1,2
2019200838286,1,1,3,1,60,9,3,4,9,0,0,2,0,1,4
2019200838296,1,1,2,1,21,5,3,0,0,1,0,0,9,1,5
2019200838363,1,1,3,2,7,2,3,5,1,0,0,0,0,-1,-1
2019200838531,2,1,1,1,48,8,3,0,0,0,0,0,9,1,2
2019200838562,1,1,1,1,24,5,3,0,0,0,0,0,9,-1,-1
2019200838562,1,2,2,1,24,5,3,0,0,2,0,0,9,-1,-1
2019200838562,2,3,2,2,63,9,3,0,0,1,0,0,9,1,9
2019200838575,2,1,1,1,30,6,3,0,0,0,0,0,4,1,5
2019200838583,1,1,1,1,37,7,3,0,0,0,0,0,9,1,2
2019200838598,1,1,3,1,6,2,3,5,1,0,0,0,0,1,3
2019200838630,1,1,3,1,9,2,3,1,1,0,0,0,0,1,4
2019200838641,1,1,3,1,4,1,3,5,2,0,0,0,0,1,1
2019200838664,2,1,1,1,60,9,3,0,0,0,0,0,9,1,1
2019200838664,2,2,2,2,52,8,3,0,0,2,0,0,9,1,1
2019200838664,2,3,2,2,28,6,3,0,0,2,0,0,9,1,1
2019200838719,2,1,1,1,45,7,3,0,0,0,0,0,9,-1,-1
2019200838719,2,4,3,2,54,8,3,10,9,0,0,0,0,-1,-1
2019200838721,1,1,3,2,8,2,3,5,2,0,0,0,0,-1,-1
2019200838724,2,1,1,2,35,6,3,0,0,0,0,0,9,1,2
2019200838795,2,1,1,2,33,6,3,0,0,0,0,0,9,1,2
2019200838795,2,3,2,1,4,1,3,0,0,2,0,0,9,1,2
2019200838795,2,5,2,2,52,8,3,0,0,1,0,0,9,1,4
2019200838795,2,6,2,2,8,2,3,0,0,2,0,0,9,1,2
2019200838795,4,2,1,1,54,8,3,0,0,0,0,0,9,-1,-1
2019200838795,4,4,2,2,25,5,3,0,0,1,0,0,9,-1,-1
2019200838795,4,7,2,2,63,9,3,0,0,2,0,0,9,-1,-1
2019200838828,2,1,1,2,50,8,3,0,0,0,0,0,9,1,1
2019200838906,2,1,1,1,34,6,3,0,0,0,0,0,9,1,1
2019200838941,2,1,1,1,28,6,3,0,0,0,0,0,9,1,2
2019200838954,2,1,1,1,30,6,3,0,0,0,0,0,9,1,1
2019200839009,1,1,1,2,19,4,3,0,0,0,0,0,9,1,2
2019200839049,1,1,3,1,31,6,2,9,5,0,0,2,0,-1,-1
2019200839110,2,1,3,2,30,6,3,6,9,0,0,2,0,1,2
2019200839129,2,1,1,1,49,8,3,0,0,0,0,0,1,-1,-1
2019200839139,2,1,1,1,47,8,2,0,0,0,0,0,1,1,10
2019200839143,2,1,1,2,21,5,3,0,0,0,0,0,9,1,5
2019200839222,1,1,3,1,58,9,2,9,9,0,0,2,0,1,1
2019200839246,1,1,1,2,20,4,3,0,0,0,0,0,9,1,7
2019200839246,1,2,2,2,18,4,3,0,0,1,0,0,9,1,7
2019200839250,1,1,3,2,40,7,3,1,3,0,0,2,0,1,7
2019200839250,1,2,3,2,6,2,3,1,3,0,0,0,0,1,7
2019200839309,1,1,1,1,51,8,2,0,0,0,0,0,9,1,1
2019200839309,1,3,2,1,24,5,3,0,0,2,0,0,9,-1,-1
2019200839309,2,2,1,1,57,9,3,0,0,0,0,0,9,1,2
2019200839309,2,5,2,1,21,5,3,0,0,-1,0,0,9,-1,-1
2019200839309,2,6,2,1,20,4,3,0,0,-1,0,0,9,-1,-1
2019200839309,2,7,2,1,21,5,3,0,0,-1,0,0,9,-1,-1
2019200839309,3,4,1,1,21,5,3,0,0,0,0,0,9,1,2
2019200839334,1,1,1,1,20,4,3,0,0,0,0,0,9,1,1
2019200839334,1,3,2,1,19,4,3,0,0,2,0,0,9,1,1
2019200839334,1,4,2,1,19,4,3,0,0,1,0,0,9,1,1
2019200839334,1,5,2,1,19,4,3,0,0,2,0,0,9,1,2
2019200839334,2,2,1,1,-1,-1,3,0,0,0,0,0,9,1,2
2019200839369,1,1,1,2,68,10,3,0,0,0,0,0,9,1,5
2019200839521,2,1,1,2,53,8,3,0,0,0,0,0,9,1,7
2019200839548,2,1,1,2,32,6,3,0,0,0,0,0,9,1,1
2019200839695,1,1,1,2,58,9,3,0,0,0,0,0,9,1,1
2019200839697,1,1,3,1,19,4,2,5,2,0,0,0,0,1,3
2019200839711,1,1,1,1,31,6,3,0,0,0,0,0,9,1,1
2019200839735,1,1,3,2,52,8,3,1,3,0,0,0,0,1,3
2019200839891,1,1,3,1,5,1,3,5,4,0,0,0,0,-1,-1
2019200839898,2,1,1,2,29,6,3,0,0,0,0,0,9,-1,-1
2019200839898,2,2,2,2,31,6,3,0,0,1,0,0,9,-1,-1
2019200840153,1,1,1,1,48,8,3,0,0,0,0,0,9,1,7
2019200840153,2,2,1,1,61,9,3,0,0,0,0,0,9,1,1
2019200840153,2,3,2,2,56,9,3,0,0,1,0,0,9,1,1
2019200840258,2,1,1,2,48,8,3,0,0,0,0,0,9,1,3
2019200840263,1,1,3,1,14,3,3,5,1,0,0,0,0,1,5
2019200840306,2,1,1,1,56,9,3,0,0,0,0,0,9,1,1
2019200840663,2,1,1,1,23,5,3,0,0,0,0,0,9,1,5
2019200840672,1,1,3,1,45,7,3,5,3,0,0,0,0,1,1
2019200840720,2,1,1,1,26,6,3,0,0,0,0,0,3,1,1
2019200840778,2,1,1,1,55,8,3,0,0,0,0,0,1,1,10
2019200840949,2,1,1,1,22,5,3,0,0,0,0,0,9,-1,-1
2019200840970,2,1,1,1,55,8,2,0,0,0,0,0,1,1,2
2019200840994,1,1,3,2,12,3,3,5,2,0,0,0,0,1,1
2019200841029,1,1,3,2,75,10,2,1,3,0,0,0,0,1,5
2019200841061,1,1,3,1,37,7,3,5,9,0,0,2,0,1,1
2019200841073,1,1,1,1,23,5,3,0,0,0,0,0,9,-1,-1
2019200841073,2,2,1,1,34,6,2,0,0,0,0,0,9,1,2
2019200841141,1,1,3,1,67,10,3,5,1,0,0,0,0,1,1
2019200841154,2,1,1,2,21,5,3,0,0,0,0,0,9,1,2
2019200841178,2,1,1,1,60,9,3,0,0,0,0,0,1,1,1
2019200841253,2,1,1,1,53,8,3,0,0,0,0,0,1,1,1
2019200841397,1,1,1,1,28,6,2,0,0,0,0,0,3,1,1
2019200841474,1,1,2,1,30,6,2,0,0,1,0,0,9,1,1
2019200841499,2,1,1,2,54,8,3,0,0,0,0,0,1,1,3
2019200841526,3,1,2,2,-1,-1,3,0,0,-1,0,0,9,-1,-1
2019200841526,3,2,1,2,32,6,3,0,0,0,0,0,9,-1,-1
2019200841559,1,1,1,2,37,7,3,0,0,0,0,0,9,-1,-1
2019200841603,2,1,1,2,37,7,3,0,0,0,0,0,9,1,1
2019200841603,2,2,2,2,18,4,3,0,0,2,0,0,9,1,1
2019200841603,2,3,2,2,13,3,3,0,0,1,0,0,9,1,1
2019200841803,2,1,1,1,38,7,3,0,0,0,0,0,9,1,1
2019200841803,2,2,2,1,-1,-1,3,0,0,1,0,0,9,-1,-1
2019200841840,2,1,1,2,22,5,3,0,0,0,0,0,9,-1,-1
2019200841885,2,1,1,1,53,8,3,0,0,0,0,0,90,1,3
2019200841960,2,1,1,2,90,11,3,0,0,0,0,0,9,1,4
2019200841980,1,1,1,2,21,5,3,0,0,0,0,0,9,1,1
2019200842084,1,1,1,1,23,5,3,0,0,0,0,0,9,1,8
2019200842084,1,2,2,2,56,9,3,0,0,1,0,0,9,1,8
2019200842114,1,1,1,2,37,7,3,0,0,0,0,0,9,1,1
2019200842114,1,2,2,2,-1,-1,3,0,0,2,0,0,9,1,1
2019200842114,1,3,2,2,37,7,3,0,0,1,0,0,9,-1,-1
2019200842253,1,1,2,2,34,6,3,0,0,1,0,0,9,1,3
2019200842315,2,1,1,2,50,8,3,0,0,0,0,0,9,1,4
2019200842648,2,1,1,1,35,6,3,0,0,0,0,0,5,1,4
2019200842684,1,1,1,1,13,3,3,0,0,0,0,0,1,1,2
2019200842689,2,1,2,1,-1,-1,3,0,0,0,4,0,11,1,2
2019200842747,2,1,1,1,10,2,3,0,0,0,0,0,1,1,2
2019200842751,2,1,1,1,16,4,3,0,0,0,0,0,1,1,1
2019200842760,2,1,1,1,14,3,3,0,0,0,0,0,1,1,9
2019200842779,1,1,1,1,22,5,2,0,0,0,0,0,9,1,1
2019200842779,1,2,2,1,23,5,3,0,0,1,0,0,9,1,2
2019200842824,1,1,3,2,34,6,2,5,9,0,0,2,0,1,3
2019200842852,1,1,1,1,18,4,2,0,0,0,0,0,3,1,1
2019200842887,1,1,1,1,21,5,3,0,0,0,0,0,9,1,1
2019200842888,2,1,1,1,48,8,2,0,0,0,0,0,1,1,8
2019200842923,1,1,3,1,13,3,2,4,1,0,0,0,0,-1,-1
2019200842948,1,1,1,1,47,8,3,0,0,0,0,0,9,1,1
2019200842974,1,1,1,1,46,8,3,0,0,0,0,0,9,1,4
2019200842974,1,2,2,1,39,7,3,0,0,1,0,0,9,1,3
2019200842974,1,3,2,1,49,8,3,0,0,2,0,0,9,1,8
2019200843053,1,1,2,1,17,4,2,0,0,1,0,0,9,-1,-1
2019200843109,2,1,1,1,43,7,3,0,0,0,0,0,9,1,10
2019200843181,2,1,1,1,40,7,3,0,0,0,0,0,1,1,6
2019200843187,1,1,1,2,26,6,3,0,0,0,0,0,9,1,2
2019200843187,1,2,2,2,53,8,3,0,0,1,0,0,9,1,2
2019200843190,1,1,3,2,15,3,3,5,2,0,0,0,0,1,1
2019200843274,2,1,1,2,22,5,3,0,0,0,0,0,9,1,1
2019200843274,2,2,2,2,-1,-1,3,0,0,2,0,0,9,1,1
2019200843274,2,3,2,2,-1,-1,3,0,0,1,0,0,9,1,2
2019200843426,2,1,1,2,27,6,3,0,0,0,0,0,9,1,1
2019200843499,2,1,1,1,23,5,3,0,0,0,0,0,2,1,4
2019200843509,1,2,2,2,29,6,3,0,0,1,0,0,9,1,1
2019200843509,1,3,2,2,63,9,3,0,0,2,0,0,9,3,7
2019200843509,2,1,1,1,60,9,3,0,0,0,0,0,9,1,2
2019200843512,1,1,3,1,26,6,3,9,5,0,0,2,0,1,3
2019200843516,1,1,1,1,22,5,2,0,0,0,0,0,9,-1,-1
2019200843516,1,2,2,1,18,4,2,0,0,1,0,0,9,1,4
2019200843586,1,1,2,2,27,6,3,0,0,2,0,0,8,1,1
2019200843586,1,2,2,2,26,6,3,0,0,2,0,0,8,1,1
2019200843604,2,1,1,2,35,6,3,0,0,0,0,0,9,1,1
2019200843623,1,1,1,1,29,6,3,0,0,0,0,0,9,1,7
2019200843632,1,2,3,2,45,7,3,5,3,0,0,2,0,1,7
2019200843768,1,1,3,2,36,7,2,5,4,0,0,2,0,1,1
2019200843789,2,1,1,1,26,6,2,0,0,0,0,0,1,1,2
2019200843855,1,1,1,1,47,8,3,0,0,0,0,0,9,1,1
2019200843858,2,1,1,2,48,8,3,0,0,0,0,0,9,1,7
